"Year","Grouping","Country","variable","value"
2009,"FFA Member","New Zealand","Catch_by_Fleet",30620
2010,"FFA Member","New Zealand","Catch_by_Fleet",26949
2011,"FFA Member","New Zealand","Catch_by_Fleet",25313
2012,"FFA Member","New Zealand","Catch_by_Fleet",23528
2013,"FFA Member","New Zealand","Catch_by_Fleet",27688
2014,"FFA Member","New Zealand","Catch_by_Fleet",22908
2015,"FFA Member","New Zealand","Catch_by_Fleet",21331
2016,"FFA Member","New Zealand","Catch_by_Fleet",13701
2017,"FFA Member","New Zealand","Catch_by_Fleet",10313
2018,"FFA Member","New Zealand","Catch_by_Fleet",9500
2019,"FFA Member","New Zealand","Catch_by_Fleet",12004
2020,"FFA Member","New Zealand","Catch_by_Fleet",9758
2021,"FFA Member","New Zealand","Catch_by_Fleet",8507
2022,"FFA Member","New Zealand","Catch_by_Fleet",3449
2023,"FFA Member","New Zealand","Catch_by_Fleet",1208
1997,"FFA Member","Niue","Catch_by_Fleet",0
1998,"FFA Member","Niue","Catch_by_Fleet",0
1999,"FFA Member","Niue","Catch_by_Fleet",0
2000,"FFA Member","Niue","Catch_by_Fleet",0
2001,"FFA Member","Niue","Catch_by_Fleet",0
2002,"FFA Member","Niue","Catch_by_Fleet",0
2003,"FFA Member","Niue","Catch_by_Fleet",0
2004,"FFA Member","Niue","Catch_by_Fleet",6
2005,"FFA Member","Niue","Catch_by_Fleet",105
2006,"FFA Member","Niue","Catch_by_Fleet",286
2007,"FFA Member","Niue","Catch_by_Fleet",306
2008,"FFA Member","Niue","Catch_by_Fleet",435
2009,"FFA Member","Niue","Catch_by_Fleet",189
2010,"FFA Member","Niue","Catch_by_Fleet",110
2011,"FFA Member","Niue","Catch_by_Fleet",0
2012,"FFA Member","Niue","Catch_by_Fleet",0
2013,"FFA Member","Niue","Catch_by_Fleet",0
2014,"FFA Member","Niue","Catch_by_Fleet",0
2015,"FFA Member","Niue","Catch_by_Fleet",0
2016,"FFA Member","Niue","Catch_by_Fleet",0
2017,"FFA Member","Niue","Catch_by_Fleet",0
2018,"FFA Member","Niue","Catch_by_Fleet",0
2019,"FFA Member","Niue","Catch_by_Fleet",0
2020,"FFA Member","Niue","Catch_by_Fleet",0
2021,"FFA Member","Niue","Catch_by_Fleet",3
2022,"FFA Member","Niue","Catch_by_Fleet",2
2023,"FFA Member","Niue","Catch_by_Fleet",2
1997,"FFA Member","Samoa","Catch_by_Fleet",5498
1998,"FFA Member","Samoa","Catch_by_Fleet",6820
1999,"FFA Member","Samoa","Catch_by_Fleet",5790
2000,"FFA Member","Samoa","Catch_by_Fleet",5389
2001,"FFA Member","Samoa","Catch_by_Fleet",5864
2002,"FFA Member","Samoa","Catch_by_Fleet",4927
2003,"FFA Member","Samoa","Catch_by_Fleet",2944
2004,"FFA Member","Samoa","Catch_by_Fleet",1967
2005,"FFA Member","Samoa","Catch_by_Fleet",1626
2006,"FFA Member","Samoa","Catch_by_Fleet",2564
2007,"FFA Member","Samoa","Catch_by_Fleet",3559
2008,"FFA Member","Samoa","Catch_by_Fleet",2796
2009,"FFA Member","Samoa","Catch_by_Fleet",3422
2010,"FFA Member","Samoa","Catch_by_Fleet",3090
2011,"FFA Member","Samoa","Catch_by_Fleet",1932
2012,"FFA Member","Samoa","Catch_by_Fleet",2353
2013,"FFA Member","Samoa","Catch_by_Fleet",2022
2014,"FFA Member","Samoa","Catch_by_Fleet",1102
2015,"FFA Member","Samoa","Catch_by_Fleet",1160
2016,"FFA Member","Samoa","Catch_by_Fleet",1273
2017,"FFA Member","Samoa","Catch_by_Fleet",3231
2018,"FFA Member","Samoa","Catch_by_Fleet",2190
2019,"FFA Member","Samoa","Catch_by_Fleet",3530
2020,"FFA Member","Samoa","Catch_by_Fleet",2335
2021,"FFA Member","Samoa","Catch_by_Fleet",1563
2022,"FFA Member","Samoa","Catch_by_Fleet",1990
2023,"FFA Member","Samoa","Catch_by_Fleet",2711
1997,"FFA Member","Tonga","Catch_by_Fleet",663
1998,"FFA Member","Tonga","Catch_by_Fleet",833
1999,"FFA Member","Tonga","Catch_by_Fleet",1084
2000,"FFA Member","Tonga","Catch_by_Fleet",1161
2001,"FFA Member","Tonga","Catch_by_Fleet",1733
2002,"FFA Member","Tonga","Catch_by_Fleet",1673
2003,"FFA Member","Tonga","Catch_by_Fleet",973
2004,"FFA Member","Tonga","Catch_by_Fleet",388
2005,"FFA Member","Tonga","Catch_by_Fleet",629
2006,"FFA Member","Tonga","Catch_by_Fleet",759
2007,"FFA Member","Tonga","Catch_by_Fleet",861
2008,"FFA Member","Tonga","Catch_by_Fleet",592
2009,"FFA Member","Tonga","Catch_by_Fleet",271
2010,"FFA Member","Tonga","Catch_by_Fleet",128
2011,"FFA Member","Tonga","Catch_by_Fleet",224
2012,"FFA Member","Tonga","Catch_by_Fleet",171
2013,"FFA Member","Tonga","Catch_by_Fleet",147
2014,"FFA Member","Tonga","Catch_by_Fleet",250
2015,"FFA Member","Tonga","Catch_by_Fleet",357
2016,"FFA Member","Tonga","Catch_by_Fleet",400
2017,"FFA Member","Tonga","Catch_by_Fleet",435
2018,"FFA Member","Tonga","Catch_by_Fleet",262
2019,"FFA Member","Tonga","Catch_by_Fleet",233
2020,"FFA Member","Tonga","Catch_by_Fleet",182
2021,"FFA Member","Tonga","Catch_by_Fleet",235
2022,"FFA Member","Tonga","Catch_by_Fleet",385
2023,"FFA Member","Tonga","Catch_by_Fleet",307
1997,"FFA Member","Vanuatu","Catch_by_Fleet",26166
1998,"FFA Member","Vanuatu","Catch_by_Fleet",39424
1999,"FFA Member","Vanuatu","Catch_by_Fleet",46160
2000,"FFA Member","Vanuatu","Catch_by_Fleet",38113
2001,"FFA Member","Vanuatu","Catch_by_Fleet",11966
2002,"FFA Member","Vanuatu","Catch_by_Fleet",28285
2003,"FFA Member","Vanuatu","Catch_by_Fleet",28738
2004,"FFA Member","Vanuatu","Catch_by_Fleet",66855
2005,"FFA Member","Vanuatu","Catch_by_Fleet",88913
2006,"FFA Member","Vanuatu","Catch_by_Fleet",76469
2007,"FFA Member","Vanuatu","Catch_by_Fleet",82758
2008,"FFA Member","Vanuatu","Catch_by_Fleet",48178
2009,"FFA Member","Vanuatu","Catch_by_Fleet",53269
2010,"FFA Member","Vanuatu","Catch_by_Fleet",39890
2011,"FFA Member","Vanuatu","Catch_by_Fleet",35127
2012,"FFA Member","Vanuatu","Catch_by_Fleet",40569
2013,"FFA Member","Vanuatu","Catch_by_Fleet",41198
2014,"FFA Member","Vanuatu","Catch_by_Fleet",32390
2015,"FFA Member","Vanuatu","Catch_by_Fleet",27779
2016,"FFA Member","Vanuatu","Catch_by_Fleet",15755
2017,"FFA Member","Vanuatu","Catch_by_Fleet",19199
2018,"FFA Member","Vanuatu","Catch_by_Fleet",24327
2019,"FFA Member","Vanuatu","Catch_by_Fleet",45100
2020,"FFA Member","Vanuatu","Catch_by_Fleet",54882
2021,"FFA Member","Vanuatu","Catch_by_Fleet",55667
2022,"FFA Member","Vanuatu","Catch_by_Fleet",75166
2023,"FFA Member","Vanuatu","Catch_by_Fleet",59984
1997,"High Seas","H4","Catch_by_Fleet",0
1998,"High Seas","H4","Catch_by_Fleet",0
1999,"High Seas","H4","Catch_by_Fleet",0
2000,"High Seas","H4","Catch_by_Fleet",0
2001,"High Seas","H4","Catch_by_Fleet",0
2002,"High Seas","H4","Catch_by_Fleet",0
2003,"High Seas","H4","Catch_by_Fleet",0
2004,"High Seas","H4","Catch_by_Fleet",0
2005,"High Seas","H4","Catch_by_Fleet",0
2006,"High Seas","H4","Catch_by_Fleet",0
2007,"High Seas","H4","Catch_by_Fleet",0
2008,"High Seas","H4","Catch_by_Fleet",0
2009,"High Seas","H4","Catch_by_Fleet",0
2010,"High Seas","H4","Catch_by_Fleet",0
2011,"High Seas","H4","Catch_by_Fleet",0
2012,"High Seas","H4","Catch_by_Fleet",0
2013,"High Seas","H4","Catch_by_Fleet",0
2014,"High Seas","H4","Catch_by_Fleet",0
2015,"High Seas","H4","Catch_by_Fleet",0
2016,"High Seas","H4","Catch_by_Fleet",0
2017,"High Seas","H4","Catch_by_Fleet",0
2018,"High Seas","H4","Catch_by_Fleet",0
2019,"High Seas","H4","Catch_by_Fleet",0
2020,"High Seas","H4","Catch_by_Fleet",0
2021,"High Seas","H4","Catch_by_Fleet",0
2022,"High Seas","H4","Catch_by_Fleet",0
2023,"High Seas","H4","Catch_by_Fleet",0
1997,"High Seas","H5","Catch_by_Fleet",0
1998,"High Seas","H5","Catch_by_Fleet",0
1999,"High Seas","H5","Catch_by_Fleet",0
2000,"High Seas","H5","Catch_by_Fleet",0
2001,"High Seas","H5","Catch_by_Fleet",0
2002,"High Seas","H5","Catch_by_Fleet",0
2003,"High Seas","H5","Catch_by_Fleet",0
2004,"High Seas","H5","Catch_by_Fleet",0
2005,"High Seas","H5","Catch_by_Fleet",0
2006,"High Seas","H5","Catch_by_Fleet",0
2007,"High Seas","H5","Catch_by_Fleet",0
2008,"High Seas","H5","Catch_by_Fleet",0
2009,"High Seas","H5","Catch_by_Fleet",0
2010,"High Seas","H5","Catch_by_Fleet",0
2011,"High Seas","H5","Catch_by_Fleet",0
2012,"High Seas","H5","Catch_by_Fleet",0
2013,"High Seas","H5","Catch_by_Fleet",0
2014,"High Seas","H5","Catch_by_Fleet",0
2015,"High Seas","H5","Catch_by_Fleet",0
2016,"High Seas","H5","Catch_by_Fleet",0
2017,"High Seas","H5","Catch_by_Fleet",0
2018,"High Seas","H5","Catch_by_Fleet",0
2019,"High Seas","H5","Catch_by_Fleet",0
2020,"High Seas","H5","Catch_by_Fleet",0
2021,"High Seas","H5","Catch_by_Fleet",0
2022,"High Seas","H5","Catch_by_Fleet",0
2023,"High Seas","H5","Catch_by_Fleet",0
1997,"High Seas","I1","Catch_by_Fleet",0
1998,"High Seas","I1","Catch_by_Fleet",0
1999,"High Seas","I1","Catch_by_Fleet",0
2000,"High Seas","I1","Catch_by_Fleet",0
2001,"High Seas","I1","Catch_by_Fleet",0
2002,"High Seas","I1","Catch_by_Fleet",0
2003,"High Seas","I1","Catch_by_Fleet",0
2004,"High Seas","I1","Catch_by_Fleet",0
2005,"High Seas","I1","Catch_by_Fleet",0
2006,"High Seas","I1","Catch_by_Fleet",0
2007,"High Seas","I1","Catch_by_Fleet",0
2008,"High Seas","I1","Catch_by_Fleet",0
2009,"High Seas","I1","Catch_by_Fleet",0
2010,"High Seas","I1","Catch_by_Fleet",0
2011,"High Seas","I1","Catch_by_Fleet",0
2012,"High Seas","I1","Catch_by_Fleet",0
2013,"High Seas","I1","Catch_by_Fleet",0
2014,"High Seas","I1","Catch_by_Fleet",0
2015,"High Seas","I1","Catch_by_Fleet",0
2016,"High Seas","I1","Catch_by_Fleet",0
2017,"High Seas","I1","Catch_by_Fleet",0
2018,"High Seas","I1","Catch_by_Fleet",0
2019,"High Seas","I1","Catch_by_Fleet",0
2020,"High Seas","I1","Catch_by_Fleet",0
2021,"High Seas","I1","Catch_by_Fleet",0
2022,"High Seas","I1","Catch_by_Fleet",0
2023,"High Seas","I1","Catch_by_Fleet",0
1997,"High Seas","I2","Catch_by_Fleet",0
1998,"High Seas","I2","Catch_by_Fleet",0
1999,"High Seas","I2","Catch_by_Fleet",0
2000,"High Seas","I2","Catch_by_Fleet",0
2001,"High Seas","I2","Catch_by_Fleet",0
2002,"High Seas","I2","Catch_by_Fleet",0
2003,"High Seas","I2","Catch_by_Fleet",0
2004,"High Seas","I2","Catch_by_Fleet",0
2005,"High Seas","I2","Catch_by_Fleet",0
2006,"High Seas","I2","Catch_by_Fleet",0
2007,"High Seas","I2","Catch_by_Fleet",0
2008,"High Seas","I2","Catch_by_Fleet",0
2009,"High Seas","I2","Catch_by_Fleet",0
2010,"High Seas","I2","Catch_by_Fleet",0
2011,"High Seas","I2","Catch_by_Fleet",0
2012,"High Seas","I2","Catch_by_Fleet",0
2013,"High Seas","I2","Catch_by_Fleet",0
2014,"High Seas","I2","Catch_by_Fleet",0
2015,"High Seas","I2","Catch_by_Fleet",0
2016,"High Seas","I2","Catch_by_Fleet",0
2017,"High Seas","I2","Catch_by_Fleet",0
2018,"High Seas","I2","Catch_by_Fleet",0
2019,"High Seas","I2","Catch_by_Fleet",0
2020,"High Seas","I2","Catch_by_Fleet",0
2021,"High Seas","I2","Catch_by_Fleet",0
2022,"High Seas","I2","Catch_by_Fleet",0
2023,"High Seas","I2","Catch_by_Fleet",0
1997,"High Seas","I3","Catch_by_Fleet",0
1998,"High Seas","I3","Catch_by_Fleet",0
1999,"High Seas","I3","Catch_by_Fleet",0
2000,"High Seas","I3","Catch_by_Fleet",0
2001,"High Seas","I3","Catch_by_Fleet",0
2002,"High Seas","I3","Catch_by_Fleet",0
2003,"High Seas","I3","Catch_by_Fleet",0
2004,"High Seas","I3","Catch_by_Fleet",0
2005,"High Seas","I3","Catch_by_Fleet",0
2006,"High Seas","I3","Catch_by_Fleet",0
2007,"High Seas","I3","Catch_by_Fleet",0
2008,"High Seas","I3","Catch_by_Fleet",0
2009,"High Seas","I3","Catch_by_Fleet",0
2010,"High Seas","I3","Catch_by_Fleet",0
2011,"High Seas","I3","Catch_by_Fleet",0
2012,"High Seas","I3","Catch_by_Fleet",0
2013,"High Seas","I3","Catch_by_Fleet",0
2014,"High Seas","I3","Catch_by_Fleet",0
2015,"High Seas","I3","Catch_by_Fleet",0
2016,"High Seas","I3","Catch_by_Fleet",0
2017,"High Seas","I3","Catch_by_Fleet",0
2018,"High Seas","I3","Catch_by_Fleet",0
2019,"High Seas","I3","Catch_by_Fleet",0
2020,"High Seas","I3","Catch_by_Fleet",0
2021,"High Seas","I3","Catch_by_Fleet",0
2022,"High Seas","I3","Catch_by_Fleet",0
2023,"High Seas","I3","Catch_by_Fleet",0
1997,"High Seas","I4","Catch_by_Fleet",0
1998,"High Seas","I4","Catch_by_Fleet",0
1999,"High Seas","I4","Catch_by_Fleet",0
2000,"High Seas","I4","Catch_by_Fleet",0
2001,"High Seas","I4","Catch_by_Fleet",0
2002,"High Seas","I4","Catch_by_Fleet",0
2003,"High Seas","I4","Catch_by_Fleet",0
2004,"High Seas","I4","Catch_by_Fleet",0
2005,"High Seas","I4","Catch_by_Fleet",0
2006,"High Seas","I4","Catch_by_Fleet",0
2007,"High Seas","I4","Catch_by_Fleet",0
2008,"High Seas","I4","Catch_by_Fleet",0
2009,"High Seas","I4","Catch_by_Fleet",0
2010,"High Seas","I4","Catch_by_Fleet",0
2011,"High Seas","I4","Catch_by_Fleet",0
2012,"High Seas","I4","Catch_by_Fleet",0
2013,"High Seas","I4","Catch_by_Fleet",0
2014,"High Seas","I4","Catch_by_Fleet",0
2015,"High Seas","I4","Catch_by_Fleet",0
2016,"High Seas","I4","Catch_by_Fleet",0
2017,"High Seas","I4","Catch_by_Fleet",0
2018,"High Seas","I4","Catch_by_Fleet",0
2019,"High Seas","I4","Catch_by_Fleet",0
2020,"High Seas","I4","Catch_by_Fleet",0
2021,"High Seas","I4","Catch_by_Fleet",0
2022,"High Seas","I4","Catch_by_Fleet",0
2023,"High Seas","I4","Catch_by_Fleet",0
1997,"High Seas","I5","Catch_by_Fleet",0
1998,"High Seas","I5","Catch_by_Fleet",0
1999,"High Seas","I5","Catch_by_Fleet",0
2000,"High Seas","I5","Catch_by_Fleet",0
2001,"High Seas","I5","Catch_by_Fleet",0
2002,"High Seas","I5","Catch_by_Fleet",0
2003,"High Seas","I5","Catch_by_Fleet",0
2004,"High Seas","I5","Catch_by_Fleet",0
2005,"High Seas","I5","Catch_by_Fleet",0
2006,"High Seas","I5","Catch_by_Fleet",0
2007,"High Seas","I5","Catch_by_Fleet",0
2008,"High Seas","I5","Catch_by_Fleet",0
2009,"High Seas","I5","Catch_by_Fleet",0
2010,"High Seas","I5","Catch_by_Fleet",0
2011,"High Seas","I5","Catch_by_Fleet",0
2012,"High Seas","I5","Catch_by_Fleet",0
2013,"High Seas","I5","Catch_by_Fleet",0
2014,"High Seas","I5","Catch_by_Fleet",0
2015,"High Seas","I5","Catch_by_Fleet",0
2016,"High Seas","I5","Catch_by_Fleet",0
2017,"High Seas","I5","Catch_by_Fleet",0
2018,"High Seas","I5","Catch_by_Fleet",0
2019,"High Seas","I5","Catch_by_Fleet",0
2020,"High Seas","I5","Catch_by_Fleet",0
2021,"High Seas","I5","Catch_by_Fleet",0
2022,"High Seas","I5","Catch_by_Fleet",0
2023,"High Seas","I5","Catch_by_Fleet",0
1997,"High Seas","I6","Catch_by_Fleet",0
1998,"High Seas","I6","Catch_by_Fleet",0
1999,"High Seas","I6","Catch_by_Fleet",0
2000,"High Seas","I6","Catch_by_Fleet",0
2001,"High Seas","I6","Catch_by_Fleet",0
2002,"High Seas","I6","Catch_by_Fleet",0
2003,"High Seas","I6","Catch_by_Fleet",0
2004,"High Seas","I6","Catch_by_Fleet",0
2005,"High Seas","I6","Catch_by_Fleet",0
2006,"High Seas","I6","Catch_by_Fleet",0
2007,"High Seas","I6","Catch_by_Fleet",0
2008,"High Seas","I6","Catch_by_Fleet",0
2009,"High Seas","I6","Catch_by_Fleet",0
2010,"High Seas","I6","Catch_by_Fleet",0
2011,"High Seas","I6","Catch_by_Fleet",0
2012,"High Seas","I6","Catch_by_Fleet",0
2013,"High Seas","I6","Catch_by_Fleet",0
2014,"High Seas","I6","Catch_by_Fleet",0
2015,"High Seas","I6","Catch_by_Fleet",0
2016,"High Seas","I6","Catch_by_Fleet",0
2017,"High Seas","I6","Catch_by_Fleet",0
2018,"High Seas","I6","Catch_by_Fleet",0
2019,"High Seas","I6","Catch_by_Fleet",0
2020,"High Seas","I6","Catch_by_Fleet",0
2021,"High Seas","I6","Catch_by_Fleet",0
2022,"High Seas","I6","Catch_by_Fleet",0
2023,"High Seas","I6","Catch_by_Fleet",0
1997,"High Seas","I7","Catch_by_Fleet",0
1998,"High Seas","I7","Catch_by_Fleet",0
1999,"High Seas","I7","Catch_by_Fleet",0
2000,"High Seas","I7","Catch_by_Fleet",0
2001,"High Seas","I7","Catch_by_Fleet",0
2002,"High Seas","I7","Catch_by_Fleet",0
2003,"High Seas","I7","Catch_by_Fleet",0
2004,"High Seas","I7","Catch_by_Fleet",0
2005,"High Seas","I7","Catch_by_Fleet",0
2006,"High Seas","I7","Catch_by_Fleet",0
2007,"High Seas","I7","Catch_by_Fleet",0
2008,"High Seas","I7","Catch_by_Fleet",0
2009,"High Seas","I7","Catch_by_Fleet",0
2010,"High Seas","I7","Catch_by_Fleet",0
2011,"High Seas","I7","Catch_by_Fleet",0
2012,"High Seas","I7","Catch_by_Fleet",0
2013,"High Seas","I7","Catch_by_Fleet",0
2014,"High Seas","I7","Catch_by_Fleet",0
2015,"High Seas","I7","Catch_by_Fleet",0
2016,"High Seas","I7","Catch_by_Fleet",0
2017,"High Seas","I7","Catch_by_Fleet",0
2018,"High Seas","I7","Catch_by_Fleet",0
2019,"High Seas","I7","Catch_by_Fleet",0
2020,"High Seas","I7","Catch_by_Fleet",0
2021,"High Seas","I7","Catch_by_Fleet",0
2022,"High Seas","I7","Catch_by_Fleet",0
2023,"High Seas","I7","Catch_by_Fleet",0
1997,"High Seas","I8","Catch_by_Fleet",0
1998,"High Seas","I8","Catch_by_Fleet",0
1999,"High Seas","I8","Catch_by_Fleet",0
2000,"High Seas","I8","Catch_by_Fleet",0
2001,"High Seas","I8","Catch_by_Fleet",0
2002,"High Seas","I8","Catch_by_Fleet",0
2003,"High Seas","I8","Catch_by_Fleet",0
2004,"High Seas","I8","Catch_by_Fleet",0
2005,"High Seas","I8","Catch_by_Fleet",0
2006,"High Seas","I8","Catch_by_Fleet",0
2007,"High Seas","I8","Catch_by_Fleet",0
2008,"High Seas","I8","Catch_by_Fleet",0
2009,"High Seas","I8","Catch_by_Fleet",0
2010,"High Seas","I8","Catch_by_Fleet",0
2011,"High Seas","I8","Catch_by_Fleet",0
2012,"High Seas","I8","Catch_by_Fleet",0
2013,"High Seas","I8","Catch_by_Fleet",0
2014,"High Seas","I8","Catch_by_Fleet",0
2015,"High Seas","I8","Catch_by_Fleet",0
2016,"High Seas","I8","Catch_by_Fleet",0
2017,"High Seas","I8","Catch_by_Fleet",0
2018,"High Seas","I8","Catch_by_Fleet",0
2019,"High Seas","I8","Catch_by_Fleet",0
2020,"High Seas","I8","Catch_by_Fleet",0
2021,"High Seas","I8","Catch_by_Fleet",0
2022,"High Seas","I8","Catch_by_Fleet",0
2023,"High Seas","I8","Catch_by_Fleet",0
1997,"High Seas","I9","Catch_by_Fleet",0
1998,"High Seas","I9","Catch_by_Fleet",0
1999,"High Seas","I9","Catch_by_Fleet",0
2000,"High Seas","I9","Catch_by_Fleet",0
2001,"High Seas","I9","Catch_by_Fleet",0
2002,"High Seas","I9","Catch_by_Fleet",0
2003,"High Seas","I9","Catch_by_Fleet",0
2004,"High Seas","I9","Catch_by_Fleet",0
2005,"High Seas","I9","Catch_by_Fleet",0
2006,"High Seas","I9","Catch_by_Fleet",0
2007,"High Seas","I9","Catch_by_Fleet",0
2008,"High Seas","I9","Catch_by_Fleet",0
2009,"High Seas","I9","Catch_by_Fleet",0
2010,"High Seas","I9","Catch_by_Fleet",0
2011,"High Seas","I9","Catch_by_Fleet",0
2012,"High Seas","I9","Catch_by_Fleet",0
2013,"High Seas","I9","Catch_by_Fleet",0
2014,"High Seas","I9","Catch_by_Fleet",0
2015,"High Seas","I9","Catch_by_Fleet",0
2016,"High Seas","I9","Catch_by_Fleet",0
2017,"High Seas","I9","Catch_by_Fleet",0
2018,"High Seas","I9","Catch_by_Fleet",0
2019,"High Seas","I9","Catch_by_Fleet",0
2020,"High Seas","I9","Catch_by_Fleet",0
2021,"High Seas","I9","Catch_by_Fleet",0
2022,"High Seas","I9","Catch_by_Fleet",0
2023,"High Seas","I9","Catch_by_Fleet",0
1997,"High Seas","IW","Catch_by_Fleet",0
1998,"High Seas","IW","Catch_by_Fleet",0
1999,"High Seas","IW","Catch_by_Fleet",0
2000,"High Seas","IW","Catch_by_Fleet",0
2001,"High Seas","IW","Catch_by_Fleet",0
2002,"High Seas","IW","Catch_by_Fleet",0
2003,"High Seas","IW","Catch_by_Fleet",0
2004,"High Seas","IW","Catch_by_Fleet",0
2005,"High Seas","IW","Catch_by_Fleet",0
2006,"High Seas","IW","Catch_by_Fleet",0
2007,"High Seas","IW","Catch_by_Fleet",0
2008,"High Seas","IW","Catch_by_Fleet",0
2009,"High Seas","IW","Catch_by_Fleet",0
2010,"High Seas","IW","Catch_by_Fleet",0
2011,"High Seas","IW","Catch_by_Fleet",0
2012,"High Seas","IW","Catch_by_Fleet",0
2013,"High Seas","IW","Catch_by_Fleet",0
2014,"High Seas","IW","Catch_by_Fleet",0
2015,"High Seas","IW","Catch_by_Fleet",0
2016,"High Seas","IW","Catch_by_Fleet",0
2017,"High Seas","IW","Catch_by_Fleet",0
2018,"High Seas","IW","Catch_by_Fleet",0
2019,"High Seas","IW","Catch_by_Fleet",0
2020,"High Seas","IW","Catch_by_Fleet",0
2021,"High Seas","IW","Catch_by_Fleet",0
2022,"High Seas","IW","Catch_by_Fleet",0
2023,"High Seas","IW","Catch_by_Fleet",0
1997,"PNA Member","FSM","Catch_by_Fleet",8255
1998,"PNA Member","FSM","Catch_by_Fleet",14177
1999,"PNA Member","FSM","Catch_by_Fleet",10883
2000,"PNA Member","FSM","Catch_by_Fleet",21649
2001,"PNA Member","FSM","Catch_by_Fleet",17644
2002,"PNA Member","FSM","Catch_by_Fleet",20609
2003,"PNA Member","FSM","Catch_by_Fleet",30830
2004,"PNA Member","FSM","Catch_by_Fleet",28464
2005,"PNA Member","FSM","Catch_by_Fleet",28302
2006,"PNA Member","FSM","Catch_by_Fleet",10770
2007,"PNA Member","FSM","Catch_by_Fleet",15441
2008,"PNA Member","FSM","Catch_by_Fleet",19425
2009,"PNA Member","FSM","Catch_by_Fleet",26445
2010,"PNA Member","FSM","Catch_by_Fleet",26408
2011,"PNA Member","FSM","Catch_by_Fleet",28784
2012,"PNA Member","FSM","Catch_by_Fleet",38981
2013,"PNA Member","FSM","Catch_by_Fleet",30753
2014,"PNA Member","FSM","Catch_by_Fleet",42710
2015,"PNA Member","FSM","Catch_by_Fleet",61211
2016,"PNA Member","FSM","Catch_by_Fleet",77419
2017,"PNA Member","FSM","Catch_by_Fleet",89848
2018,"PNA Member","FSM","Catch_by_Fleet",126699
2019,"PNA Member","FSM","Catch_by_Fleet",170070
2020,"PNA Member","FSM","Catch_by_Fleet",182607
2021,"PNA Member","FSM","Catch_by_Fleet",154638
2022,"PNA Member","FSM","Catch_by_Fleet",167221
2023,"PNA Member","FSM","Catch_by_Fleet",151300
1997,"PNA Member","Kiribati","Catch_by_Fleet",6799
1998,"PNA Member","Kiribati","Catch_by_Fleet",9389
1999,"PNA Member","Kiribati","Catch_by_Fleet",9793
2000,"PNA Member","Kiribati","Catch_by_Fleet",14727
2001,"PNA Member","Kiribati","Catch_by_Fleet",5399
2002,"PNA Member","Kiribati","Catch_by_Fleet",9829
2003,"PNA Member","Kiribati","Catch_by_Fleet",6895
2004,"PNA Member","Kiribati","Catch_by_Fleet",6662
2005,"PNA Member","Kiribati","Catch_by_Fleet",9165
2006,"PNA Member","Kiribati","Catch_by_Fleet",6722
2007,"PNA Member","Kiribati","Catch_by_Fleet",18019
2008,"PNA Member","Kiribati","Catch_by_Fleet",19410
2009,"PNA Member","Kiribati","Catch_by_Fleet",34001
2010,"PNA Member","Kiribati","Catch_by_Fleet",38946
2011,"PNA Member","Kiribati","Catch_by_Fleet",59610
2012,"PNA Member","Kiribati","Catch_by_Fleet",74110
2013,"PNA Member","Kiribati","Catch_by_Fleet",77781
2014,"PNA Member","Kiribati","Catch_by_Fleet",114158
2015,"PNA Member","Kiribati","Catch_by_Fleet",142622
2016,"PNA Member","Kiribati","Catch_by_Fleet",171085
2017,"PNA Member","Kiribati","Catch_by_Fleet",159387
2018,"PNA Member","Kiribati","Catch_by_Fleet",194790
2019,"PNA Member","Kiribati","Catch_by_Fleet",235570
2020,"PNA Member","Kiribati","Catch_by_Fleet",209500
2021,"PNA Member","Kiribati","Catch_by_Fleet",188075
2022,"PNA Member","Kiribati","Catch_by_Fleet",199549
2023,"PNA Member","Kiribati","Catch_by_Fleet",235384
1997,"PNA Member","Marshall Islands","Catch_by_Fleet",0
1998,"PNA Member","Marshall Islands","Catch_by_Fleet",0
1999,"PNA Member","Marshall Islands","Catch_by_Fleet",0
2000,"PNA Member","Marshall Islands","Catch_by_Fleet",7560
2001,"PNA Member","Marshall Islands","Catch_by_Fleet",35769
2002,"PNA Member","Marshall Islands","Catch_by_Fleet",38953
