"reporter_desc","Year","variable","value","Source"
"Denmark",2024,"Total_Net_Wgt",8260234.717,"Tinned Imports"
"Denmark",2025,"Total_Net_Wgt",7382351.256,"Tinned Imports"
"Dominican Rep.",2002,"Total_Net_Wgt",15126314.988,"Tinned Imports"
"Dominican Rep.",2003,"Total_Net_Wgt",9522258.293,"Tinned Imports"
"Dominican Rep.",2004,"Total_Net_Wgt",8249241.747,"Tinned Imports"
"Dominican Rep.",2005,"Total_Net_Wgt",10302671.82,"Tinned Imports"
"Dominican Rep.",2006,"Total_Net_Wgt",14413239.61,"Tinned Imports"
"Dominican Rep.",2007,"Total_Net_Wgt",14542095.89,"Tinned Imports"
"Dominican Rep.",2008,"Total_Net_Wgt",14285362.848,"Tinned Imports"
"Dominican Rep.",2009,"Total_Net_Wgt",9509862.517,"Tinned Imports"
"Dominican Rep.",2015,"Total_Net_Wgt",3418759.944,"Tinned Imports"
"Dominican Rep.",2017,"Total_Net_Wgt",4479746.148,"Tinned Imports"
"Dominican Rep.",2018,"Total_Net_Wgt",4830829.244,"Tinned Imports"
"Dominican Rep.",2019,"Total_Net_Wgt",5063988.193,"Tinned Imports"
"Dominican Rep.",2020,"Total_Net_Wgt",6426738.837,"Tinned Imports"
"Dominican Rep.",2021,"Total_Net_Wgt",6101980.428,"Tinned Imports"
"Dominican Rep.",2022,"Total_Net_Wgt",5615841.447,"Tinned Imports"
"Dominican Rep.",2023,"Total_Net_Wgt",6160035.17,"Tinned Imports"
"Dominican Rep.",2024,"Total_Net_Wgt",6467466.599,"Tinned Imports"
"Egypt",2010,"Total_Net_Wgt",58808742.158,"Tinned Imports"
"Egypt",2015,"Total_Net_Wgt",85972929.305,"Tinned Imports"
"Egypt",2016,"Total_Net_Wgt",123386907.4,"Tinned Imports"
"Egypt",2017,"Total_Net_Wgt",30068034.26,"Tinned Imports"
"Egypt",2018,"Total_Net_Wgt",33027795.86,"Tinned Imports"
"Egypt",2019,"Total_Net_Wgt",31876720.792,"Tinned Imports"
"Egypt",2020,"Total_Net_Wgt",36597563.554,"Tinned Imports"
"Egypt",2021,"Total_Net_Wgt",46785525.392,"Tinned Imports"
"Egypt",2022,"Total_Net_Wgt",49105176.455,"Tinned Imports"
"Egypt",2023,"Total_Net_Wgt",14092802.283,"Tinned Imports"
"Egypt",2024,"Total_Net_Wgt",23730254.198,"Tinned Imports"
"Egypt",2025,"Total_Net_Wgt",22236997.538,"Tinned Imports"
"Estonia",2014,"Total_Net_Wgt",94176271.8,"Tinned Imports"
"Finland",2011,"Total_Net_Wgt",7038200,"Tinned Imports"
"Finland",2012,"Total_Net_Wgt",6505700,"Tinned Imports"
"Finland",2013,"Total_Net_Wgt",8018102,"Tinned Imports"
"Finland",2014,"Total_Net_Wgt",7462968,"Tinned Imports"
"Finland",2015,"Total_Net_Wgt",7481946,"Tinned Imports"
"Finland",2016,"Total_Net_Wgt",6602901,"Tinned Imports"
"Finland",2017,"Total_Net_Wgt",8009194,"Tinned Imports"
"Finland",2018,"Total_Net_Wgt",6631035,"Tinned Imports"
"Finland",2019,"Total_Net_Wgt",8598480.08,"Tinned Imports"
"Finland",2020,"Total_Net_Wgt",8071932,"Tinned Imports"
"Finland",2021,"Total_Net_Wgt",7073657,"Tinned Imports"
"Finland",2022,"Total_Net_Wgt",8023489,"Tinned Imports"
"Finland",2023,"Total_Net_Wgt",6081891,"Tinned Imports"
"Finland",2024,"Total_Net_Wgt",7420539.343,"Tinned Imports"
"Finland",2025,"Total_Net_Wgt",7248269,"Tinned Imports"
"France",2000,"Total_Net_Wgt",108933338.294,"Tinned Imports"
"France",2001,"Total_Net_Wgt",103788030.781,"Tinned Imports"
"France",2002,"Total_Net_Wgt",125324955.397,"Tinned Imports"
"France",2003,"Total_Net_Wgt",116173552.097,"Tinned Imports"
"France",2004,"Total_Net_Wgt",114666667.46,"Tinned Imports"
"France",2005,"Total_Net_Wgt",115613190.691,"Tinned Imports"
"France",2006,"Total_Net_Wgt",117213163.018,"Tinned Imports"
"France",2007,"Total_Net_Wgt",111961967.277,"Tinned Imports"
"France",2008,"Total_Net_Wgt",105276038.792,"Tinned Imports"
"France",2009,"Total_Net_Wgt",106435636.128,"Tinned Imports"
"France",2010,"Total_Net_Wgt",97952400,"Tinned Imports"
"France",2011,"Total_Net_Wgt",107015800,"Tinned Imports"
"France",2012,"Total_Net_Wgt",100403000,"Tinned Imports"
"France",2013,"Total_Net_Wgt",110010300,"Tinned Imports"
"France",2014,"Total_Net_Wgt",114043025,"Tinned Imports"
"France",2015,"Total_Net_Wgt",102655517,"Tinned Imports"
"France",2016,"Total_Net_Wgt",88692822,"Tinned Imports"
"France",2017,"Total_Net_Wgt",100135428.398,"Tinned Imports"
"France",2018,"Total_Net_Wgt",102312919.131,"Tinned Imports"
"France",2019,"Total_Net_Wgt",96402281.088,"Tinned Imports"
"France",2020,"Total_Net_Wgt",100677675.404,"Tinned Imports"
"France",2021,"Total_Net_Wgt",94934396,"Tinned Imports"
"France",2022,"Total_Net_Wgt",98294209.951,"Tinned Imports"
"France",2023,"Total_Net_Wgt",95021790.45,"Tinned Imports"
"France",2024,"Total_Net_Wgt",92167799.585,"Tinned Imports"
"Germany",2008,"Total_Net_Wgt",83091403,"Tinned Imports"
"Germany",2009,"Total_Net_Wgt",71195506.528,"Tinned Imports"
"Germany",2010,"Total_Net_Wgt",66223660,"Tinned Imports"
"Germany",2011,"Total_Net_Wgt",73024358.009,"Tinned Imports"
"Germany",2012,"Total_Net_Wgt",74284855.717,"Tinned Imports"
"Germany",2013,"Total_Net_Wgt",78181846.316,"Tinned Imports"
"Germany",2014,"Total_Net_Wgt",76609744.542,"Tinned Imports"
"Germany",2015,"Total_Net_Wgt",78522498.138,"Tinned Imports"
"Germany",2016,"Total_Net_Wgt",69052646.392,"Tinned Imports"
"Germany",2017,"Total_Net_Wgt",84444389.924,"Tinned Imports"
"Germany",2018,"Total_Net_Wgt",93201501.225,"Tinned Imports"
"Germany",2019,"Total_Net_Wgt",79123684.502,"Tinned Imports"
"Germany",2020,"Total_Net_Wgt",103397173.081,"Tinned Imports"
"Germany",2021,"Total_Net_Wgt",77646520.332,"Tinned Imports"
"Germany",2022,"Total_Net_Wgt",94501955.784,"Tinned Imports"
"Germany",2023,"Total_Net_Wgt",80907040.883,"Tinned Imports"
"Germany",2024,"Total_Net_Wgt",85414302.371,"Tinned Imports"
"Germany",2025,"Total_Net_Wgt",84631392.111,"Tinned Imports"
"Greece",2010,"Total_Net_Wgt",7540800,"Tinned Imports"
"Greece",2011,"Total_Net_Wgt",7215600,"Tinned Imports"
"Greece",2012,"Total_Net_Wgt",6776100,"Tinned Imports"
"Greece",2013,"Total_Net_Wgt",6053898,"Tinned Imports"
"Greece",2014,"Total_Net_Wgt",6468506,"Tinned Imports"
"Greece",2015,"Total_Net_Wgt",6263084,"Tinned Imports"
"Greece",2016,"Total_Net_Wgt",6853574,"Tinned Imports"
"Greece",2017,"Total_Net_Wgt",5830671,"Tinned Imports"
"Greece",2018,"Total_Net_Wgt",5868678,"Tinned Imports"
"Greece",2019,"Total_Net_Wgt",7195161,"Tinned Imports"
"Greece",2020,"Total_Net_Wgt",7061295,"Tinned Imports"
"Greece",2021,"Total_Net_Wgt",6839255,"Tinned Imports"
"Greece",2022,"Total_Net_Wgt",7415805,"Tinned Imports"
"Greece",2023,"Total_Net_Wgt",6237454,"Tinned Imports"
"Greece",2024,"Total_Net_Wgt",6332178,"Tinned Imports"
"Greece",2025,"Total_Net_Wgt",6389481,"Tinned Imports"
"Hungary",2022,"Total_Net_Wgt",3853405.605,"Tinned Imports"
"Hungary",2023,"Total_Net_Wgt",4268995.14,"Tinned Imports"
"Hungary",2025,"Total_Net_Wgt",7738665.8,"Tinned Imports"
"Ireland",2005,"Total_Net_Wgt",6205681,"Tinned Imports"
"Ireland",2006,"Total_Net_Wgt",6279861,"Tinned Imports"
"Ireland",2007,"Total_Net_Wgt",5326296,"Tinned Imports"
"Ireland",2011,"Total_Net_Wgt",6360264,"Tinned Imports"
"Ireland",2012,"Total_Net_Wgt",5671466,"Tinned Imports"
"Ireland",2013,"Total_Net_Wgt",5856800,"Tinned Imports"
"Ireland",2014,"Total_Net_Wgt",5573010,"Tinned Imports"
"Ireland",2015,"Total_Net_Wgt",5490409,"Tinned Imports"
"Ireland",2016,"Total_Net_Wgt",7792828,"Tinned Imports"
"Ireland",2017,"Total_Net_Wgt",10347417.404,"Tinned Imports"
"Ireland",2018,"Total_Net_Wgt",3726062,"Tinned Imports"
"Ireland",2019,"Total_Net_Wgt",4140445.787,"Tinned Imports"
"Ireland",2020,"Total_Net_Wgt",5724028,"Tinned Imports"
"Ireland",2021,"Total_Net_Wgt",4312057,"Tinned Imports"
"Ireland",2022,"Total_Net_Wgt",3896291.475,"Tinned Imports"
"Ireland",2023,"Total_Net_Wgt",3848308.339,"Tinned Imports"
"Ireland",2024,"Total_Net_Wgt",6700163.81,"Tinned Imports"
"Ireland",2025,"Total_Net_Wgt",7555045.935,"Tinned Imports"
"Israel",2017,"Total_Net_Wgt",20799386.383,"Tinned Imports"
"Israel",2018,"Total_Net_Wgt",23111893.201,"Tinned Imports"
"Israel",2019,"Total_Net_Wgt",21614898.275,"Tinned Imports"
"Israel",2020,"Total_Net_Wgt",19550345.58,"Tinned Imports"
"Israel",2021,"Total_Net_Wgt",22589314.919,"Tinned Imports"
"Israel",2022,"Total_Net_Wgt",24335617.145,"Tinned Imports"
"Israel",2023,"Total_Net_Wgt",22159757.395,"Tinned Imports"
"Israel",2024,"Total_Net_Wgt",35565649.422,"Tinned Imports"
"Israel",2025,"Total_Net_Wgt",19493269.101,"Tinned Imports"
"Italy",2000,"Total_Net_Wgt",64582156,"Tinned Imports"
"Italy",2001,"Total_Net_Wgt",71955036,"Tinned Imports"
"Italy",2002,"Total_Net_Wgt",84109703,"Tinned Imports"
"Italy",2003,"Total_Net_Wgt",95103627,"Tinned Imports"
"Italy",2004,"Total_Net_Wgt",97784026,"Tinned Imports"
"Italy",2005,"Total_Net_Wgt",100447495,"Tinned Imports"
"Italy",2006,"Total_Net_Wgt",101954096,"Tinned Imports"
"Italy",2007,"Total_Net_Wgt",107019362,"Tinned Imports"
"Italy",2008,"Total_Net_Wgt",107884550,"Tinned Imports"
"Italy",2009,"Total_Net_Wgt",111347884,"Tinned Imports"
"Italy",2010,"Total_Net_Wgt",93759300,"Tinned Imports"
"Italy",2011,"Total_Net_Wgt",101628600,"Tinned Imports"
"Italy",2012,"Total_Net_Wgt",105185000,"Tinned Imports"
"Italy",2013,"Total_Net_Wgt",107099700,"Tinned Imports"
"Italy",2014,"Total_Net_Wgt",122439158,"Tinned Imports"
"Italy",2015,"Total_Net_Wgt",105937566,"Tinned Imports"
"Italy",2016,"Total_Net_Wgt",114934566,"Tinned Imports"
"Italy",2017,"Total_Net_Wgt",129757233,"Tinned Imports"
"Italy",2018,"Total_Net_Wgt",129194968,"Tinned Imports"
"Italy",2019,"Total_Net_Wgt",118361590,"Tinned Imports"
"Italy",2020,"Total_Net_Wgt",125693560,"Tinned Imports"
"Italy",2021,"Total_Net_Wgt",121426027,"Tinned Imports"
"Italy",2022,"Total_Net_Wgt",130590752,"Tinned Imports"
"Italy",2023,"Total_Net_Wgt",134686154.643,"Tinned Imports"
"Italy",2024,"Total_Net_Wgt",127683754,"Tinned Imports"
"Italy",2025,"Total_Net_Wgt",111326346,"Tinned Imports"
"Japan",2010,"Total_Net_Wgt",47383037,"Tinned Imports"
"Japan",2011,"Total_Net_Wgt",52959352,"Tinned Imports"
"Japan",2012,"Total_Net_Wgt",55876365,"Tinned Imports"
"Japan",2013,"Total_Net_Wgt",53630096,"Tinned Imports"
"Japan",2014,"Total_Net_Wgt",54256132,"Tinned Imports"
"Japan",2015,"Total_Net_Wgt",54538059,"Tinned Imports"
"Japan",2016,"Total_Net_Wgt",60396894,"Tinned Imports"
"Japan",2017,"Total_Net_Wgt",62962088,"Tinned Imports"
"Japan",2018,"Total_Net_Wgt",65202884,"Tinned Imports"
"Japan",2019,"Total_Net_Wgt",65090656,"Tinned Imports"
"Japan",2020,"Total_Net_Wgt",67216744,"Tinned Imports"
"Japan",2021,"Total_Net_Wgt",66593779,"Tinned Imports"
"Japan",2022,"Total_Net_Wgt",68821369,"Tinned Imports"
"Japan",2023,"Total_Net_Wgt",70253587,"Tinned Imports"
"Japan",2024,"Total_Net_Wgt",68633852,"Tinned Imports"
"Japan",2025,"Total_Net_Wgt",63170616,"Tinned Imports"
"Jordan",2010,"Total_Net_Wgt",7793359.9,"Tinned Imports"
"Jordan",2012,"Total_Net_Wgt",6775137.86,"Tinned Imports"
"Jordan",2013,"Total_Net_Wgt",6821492.9,"Tinned Imports"
"Jordan",2017,"Total_Net_Wgt",10625776.79,"Tinned Imports"
"Jordan",2022,"Total_Net_Wgt",8815492.91,"Tinned Imports"
"Kuwait",2015,"Total_Net_Wgt",5363449,"Tinned Imports"
"Kuwait",2016,"Total_Net_Wgt",4848021,"Tinned Imports"
"Kuwait",2017,"Total_Net_Wgt",6174757.42,"Tinned Imports"
"Kuwait",2021,"Total_Net_Wgt",4389667.71,"Tinned Imports"
"Kuwait",2022,"Total_Net_Wgt",4572148.232,"Tinned Imports"
"Kuwait",2023,"Total_Net_Wgt",5977531.445,"Tinned Imports"
"Kuwait",2024,"Total_Net_Wgt",5028567.93,"Tinned Imports"
"Luxembourg",2013,"Total_Net_Wgt",125214976,"Tinned Imports"
"Malaysia",2012,"Total_Net_Wgt",3642616.38,"Tinned Imports"
"Malaysia",2013,"Total_Net_Wgt",3666503.45,"Tinned Imports"
"Malaysia",2019,"Total_Net_Wgt",3047576.28,"Tinned Imports"
"Malaysia",2022,"Total_Net_Wgt",4474655.93,"Tinned Imports"
"Malaysia",2023,"Total_Net_Wgt",4727338.569,"Tinned Imports"
"Malaysia",2024,"Total_Net_Wgt",8105722.13,"Tinned Imports"
"Malaysia",2025,"Total_Net_Wgt",5370370.348,"Tinned Imports"
"Mexico",2010,"Total_Net_Wgt",7971705.553,"Tinned Imports"
"Mexico",2012,"Total_Net_Wgt",4793563.852,"Tinned Imports"
"Mexico",2015,"Total_Net_Wgt",3714654.181,"Tinned Imports"
"Mexico",2017,"Total_Net_Wgt",4611382,"Tinned Imports"
"Mexico",2021,"Total_Net_Wgt",7614770,"Tinned Imports"
"Mexico",2022,"Total_Net_Wgt",6187953,"Tinned Imports"
"Mexico",2025,"Total_Net_Wgt",6038472,"Tinned Imports"
"Minnows",2000,"Total_Net_Wgt",16122384.673,"Tinned Imports"
"Minnows",2001,"Total_Net_Wgt",10324147.867,"Tinned Imports"
"Minnows",2002,"Total_Net_Wgt",19785861.379,"Tinned Imports"
"Minnows",2003,"Total_Net_Wgt",20731963.213,"Tinned Imports"
