"reporter_desc","Year","variable","value","Source"
"Missing Exports",2020,"Total_Net_Wgt",608215333.427,"Raw Exports"
"Missing Exports",2021,"Total_Net_Wgt",631306025.714,"Raw Exports"
"Missing Exports",2022,"Total_Net_Wgt",723474588.861,"Raw Exports"
"Missing Exports",2023,"Total_Net_Wgt",421110929.117,"Raw Exports"
"Missing Exports",2024,"Total_Net_Wgt",655793242.696,"Raw Exports"
"Missing Exports",2025,"Total_Net_Wgt",436514164.471,"Raw Exports"
"Morocco",2000,"Total_Net_Wgt",2636508,"Raw Exports"
"Morocco",2001,"Total_Net_Wgt",3659712,"Raw Exports"
"Morocco",2007,"Total_Net_Wgt",2534915,"Raw Exports"
"Morocco",2008,"Total_Net_Wgt",3447966,"Raw Exports"
"Morocco",2021,"Total_Net_Wgt",2934308.3,"Raw Exports"
"Morocco",2022,"Total_Net_Wgt",3517909.7,"Raw Exports"
"Morocco",2023,"Total_Net_Wgt",4800698.63,"Raw Exports"
"Myanmar",2011,"Total_Net_Wgt",4166205,"Raw Exports"
"Myanmar",2012,"Total_Net_Wgt",20020901.134,"Raw Exports"
"Myanmar",2013,"Total_Net_Wgt",12882091.759,"Raw Exports"
"Myanmar",2014,"Total_Net_Wgt",16859637.5,"Raw Exports"
