"reporter_desc","Year","variable","value","Source"
"Croatia",2025,"Total_Net_Wgt",1648710.813,"Raw Imports"
"Côte d'Ivoire",2008,"Total_Net_Wgt",64417099,"Raw Imports"
"Côte d'Ivoire",2009,"Total_Net_Wgt",68641225,"Raw Imports"
"Côte d'Ivoire",2010,"Total_Net_Wgt",16952097,"Raw Imports"
"Côte d'Ivoire",2011,"Total_Net_Wgt",20502950,"Raw Imports"
"Côte d'Ivoire",2012,"Total_Net_Wgt",17127669,"Raw Imports"
"Côte d'Ivoire",2013,"Total_Net_Wgt",21822855,"Raw Imports"
"Côte d'Ivoire",2014,"Total_Net_Wgt",30567756,"Raw Imports"
"Côte d'Ivoire",2015,"Total_Net_Wgt",35203617,"Raw Imports"
"Côte d'Ivoire",2016,"Total_Net_Wgt",32695528,"Raw Imports"
"Côte d'Ivoire",2017,"Total_Net_Wgt",40957835,"Raw Imports"
"Côte d'Ivoire",2018,"Total_Net_Wgt",78480389,"Raw Imports"
"Côte d'Ivoire",2019,"Total_Net_Wgt",64518796,"Raw Imports"
"Dem. Rep. of the Congo",2015,"Total_Net_Wgt",6514130,"Raw Imports"
"Denmark",2021,"Total_Net_Wgt",1477471,"Raw Imports"
"Denmark",2025,"Total_Net_Wgt",914615,"Raw Imports"
"Ecuador",2010,"Total_Net_Wgt",144722496.45,"Raw Imports"
"Ecuador",2011,"Total_Net_Wgt",161838599.81,"Raw Imports"
"Ecuador",2012,"Total_Net_Wgt",81380031.739,"Raw Imports"
"Ecuador",2013,"Total_Net_Wgt",48913371.75,"Raw Imports"
"Ecuador",2014,"Total_Net_Wgt",70915484.25,"Raw Imports"
"Ecuador",2015,"Total_Net_Wgt",54633093.789,"Raw Imports"
"Ecuador",2016,"Total_Net_Wgt",47463369.036,"Raw Imports"
"Ecuador",2017,"Total_Net_Wgt",44402795.942,"Raw Imports"
"Ecuador",2018,"Total_Net_Wgt",62816966.09,"Raw Imports"
"Ecuador",2019,"Total_Net_Wgt",181419504.09,"Raw Imports"
"Ecuador",2020,"Total_Net_Wgt",62665284.74,"Raw Imports"
"Ecuador",2021,"Total_Net_Wgt",85726515.355,"Raw Imports"
"Ecuador",2022,"Total_Net_Wgt",5007028.85,"Raw Imports"
"Ecuador",2024,"Total_Net_Wgt",64302791.094,"Raw Imports"
"El Salvador",2004,"Total_Net_Wgt",4217102.52,"Raw Imports"
"El Salvador",2005,"Total_Net_Wgt",23308580.3,"Raw Imports"
"El Salvador",2006,"Total_Net_Wgt",11610014.12,"Raw Imports"
"El Salvador",2007,"Total_Net_Wgt",26323589.72,"Raw Imports"
"El Salvador",2008,"Total_Net_Wgt",8148906.58,"Raw Imports"
"El Salvador",2009,"Total_Net_Wgt",30570609,"Raw Imports"
"El Salvador",2010,"Total_Net_Wgt",16761216,"Raw Imports"
"El Salvador",2011,"Total_Net_Wgt",11348763.1,"Raw Imports"
"El Salvador",2012,"Total_Net_Wgt",13153851.51,"Raw Imports"
"El Salvador",2013,"Total_Net_Wgt",18830795.3,"Raw Imports"
"El Salvador",2014,"Total_Net_Wgt",16924718.1,"Raw Imports"
"El Salvador",2015,"Total_Net_Wgt",15565174.84,"Raw Imports"
"El Salvador",2016,"Total_Net_Wgt",13491447.67,"Raw Imports"
"El Salvador",2017,"Total_Net_Wgt",18336787.13,"Raw Imports"
"El Salvador",2018,"Total_Net_Wgt",16726275.29,"Raw Imports"
"El Salvador",2019,"Total_Net_Wgt",15838428.8,"Raw Imports"
"El Salvador",2020,"Total_Net_Wgt",5122657,"Raw Imports"
"El Salvador",2021,"Total_Net_Wgt",5676950.78,"Raw Imports"
"El Salvador",2022,"Total_Net_Wgt",12872359.28,"Raw Imports"
"El Salvador",2023,"Total_Net_Wgt",13852207.29,"Raw Imports"
"El Salvador",2024,"Total_Net_Wgt",11182196.62,"Raw Imports"
"El Salvador",2025,"Total_Net_Wgt",62202011.56,"Raw Imports"
"Fiji",2014,"Total_Net_Wgt",77946760.29,"Raw Imports"
"Fiji",2015,"Total_Net_Wgt",51910138.883,"Raw Imports"
"Fiji",2016,"Total_Net_Wgt",19291646.1,"Raw Imports"
"Fiji",2017,"Total_Net_Wgt",19211253.36,"Raw Imports"
"Fiji",2020,"Total_Net_Wgt",3863869.6,"Raw Imports"
"Fiji",2022,"Total_Net_Wgt",1748501,"Raw Imports"
"Fiji",2023,"Total_Net_Wgt",1349268,"Raw Imports"
"France",2000,"Total_Net_Wgt",13538774.973,"Raw Imports"
"France",2001,"Total_Net_Wgt",15533501.385,"Raw Imports"
"France",2002,"Total_Net_Wgt",16285464.23,"Raw Imports"
"France",2003,"Total_Net_Wgt",17232206.324,"Raw Imports"
"France",2004,"Total_Net_Wgt",13239613.076,"Raw Imports"
"France",2005,"Total_Net_Wgt",14993371.854,"Raw Imports"
"France",2006,"Total_Net_Wgt",17317360.039,"Raw Imports"
"France",2007,"Total_Net_Wgt",16110823.718,"Raw Imports"
"France",2008,"Total_Net_Wgt",15582381.312,"Raw Imports"
"France",2009,"Total_Net_Wgt",15154892.736,"Raw Imports"
"France",2010,"Total_Net_Wgt",13708700,"Raw Imports"
"France",2011,"Total_Net_Wgt",14173200,"Raw Imports"
"France",2012,"Total_Net_Wgt",16133000,"Raw Imports"
"France",2013,"Total_Net_Wgt",15100900,"Raw Imports"
"France",2014,"Total_Net_Wgt",17810196,"Raw Imports"
"France",2015,"Total_Net_Wgt",19592723,"Raw Imports"
"France",2016,"Total_Net_Wgt",18643414,"Raw Imports"
"France",2017,"Total_Net_Wgt",22037533.299,"Raw Imports"
"France",2018,"Total_Net_Wgt",17636799.576,"Raw Imports"
"France",2019,"Total_Net_Wgt",19451272,"Raw Imports"
"France",2020,"Total_Net_Wgt",18050116,"Raw Imports"
"France",2021,"Total_Net_Wgt",17662372,"Raw Imports"
"France",2022,"Total_Net_Wgt",16631036.58,"Raw Imports"
"France",2023,"Total_Net_Wgt",14275917.506,"Raw Imports"
"France",2024,"Total_Net_Wgt",14903209.319,"Raw Imports"
"Germany",2015,"Total_Net_Wgt",2006682,"Raw Imports"
"Germany",2017,"Total_Net_Wgt",4349493.164,"Raw Imports"
"Germany",2018,"Total_Net_Wgt",3016709.686,"Raw Imports"
"Germany",2019,"Total_Net_Wgt",2424115.182,"Raw Imports"
"Germany",2020,"Total_Net_Wgt",3239203.856,"Raw Imports"
"Germany",2021,"Total_Net_Wgt",3031809.199,"Raw Imports"
"Germany",2022,"Total_Net_Wgt",2409261.048,"Raw Imports"
"Germany",2023,"Total_Net_Wgt",2032779,"Raw Imports"
"Germany",2024,"Total_Net_Wgt",2194709.386,"Raw Imports"
"Germany",2025,"Total_Net_Wgt",2053698.794,"Raw Imports"
"Ghana",2011,"Total_Net_Wgt",3839572.48,"Raw Imports"
"Ghana",2013,"Total_Net_Wgt",2483177.6,"Raw Imports"
"Ghana",2014,"Total_Net_Wgt",2938348.92,"Raw Imports"
"Ghana",2015,"Total_Net_Wgt",3931610.91,"Raw Imports"
"Ghana",2016,"Total_Net_Wgt",2713515.65,"Raw Imports"
"Ghana",2020,"Total_Net_Wgt",12301143.44,"Raw Imports"
"Ghana",2021,"Total_Net_Wgt",32589126.279,"Raw Imports"
"Ghana",2022,"Total_Net_Wgt",20938153.845,"Raw Imports"
"Ghana",2023,"Total_Net_Wgt",10201670.124,"Raw Imports"
"Guatemala",2010,"Total_Net_Wgt",10551953,"Raw Imports"
"Guatemala",2011,"Total_Net_Wgt",16623698,"Raw Imports"
"Guatemala",2012,"Total_Net_Wgt",13328645,"Raw Imports"
"Guatemala",2017,"Total_Net_Wgt",11638819,"Raw Imports"
"Guatemala",2019,"Total_Net_Wgt",9412001,"Raw Imports"
"Guatemala",2020,"Total_Net_Wgt",16074620,"Raw Imports"
"Guatemala",2021,"Total_Net_Wgt",21157312,"Raw Imports"
"Guatemala",2022,"Total_Net_Wgt",21132631,"Raw Imports"
"Guatemala",2023,"Total_Net_Wgt",16074716,"Raw Imports"
"Guatemala",2024,"Total_Net_Wgt",23325599,"Raw Imports"
"Guatemala",2025,"Total_Net_Wgt",17105651,"Raw Imports"
"Indonesia",2013,"Total_Net_Wgt",3395856,"Raw Imports"
"Indonesia",2014,"Total_Net_Wgt",5519525,"Raw Imports"
"Indonesia",2015,"Total_Net_Wgt",9703051.695,"Raw Imports"
"Indonesia",2016,"Total_Net_Wgt",13269219.16,"Raw Imports"
"Indonesia",2017,"Total_Net_Wgt",5847551,"Raw Imports"
"Indonesia",2018,"Total_Net_Wgt",15952700,"Raw Imports"
"Indonesia",2019,"Total_Net_Wgt",27972115,"Raw Imports"
"Indonesia",2020,"Total_Net_Wgt",38201579,"Raw Imports"
"Indonesia",2021,"Total_Net_Wgt",25591852,"Raw Imports"
"Indonesia",2022,"Total_Net_Wgt",28830380,"Raw Imports"
"Indonesia",2023,"Total_Net_Wgt",16775234,"Raw Imports"
"Indonesia",2024,"Total_Net_Wgt",16598409,"Raw Imports"
"Iran",2010,"Total_Net_Wgt",5749196,"Raw Imports"
"Ireland",2001,"Total_Net_Wgt",427438,"Raw Imports"
"Israel",2017,"Total_Net_Wgt",2684121.06,"Raw Imports"
"Israel",2018,"Total_Net_Wgt",2165425.969,"Raw Imports"
"Israel",2019,"Total_Net_Wgt",2914814.094,"Raw Imports"
"Israel",2020,"Total_Net_Wgt",2183466.332,"Raw Imports"
"Israel",2021,"Total_Net_Wgt",2610085.325,"Raw Imports"
"Israel",2022,"Total_Net_Wgt",2871591.933,"Raw Imports"
"Israel",2023,"Total_Net_Wgt",2995552.015,"Raw Imports"
"Israel",2024,"Total_Net_Wgt",3274311.763,"Raw Imports"
"Israel",2025,"Total_Net_Wgt",2204070.76,"Raw Imports"
"Italy",2000,"Total_Net_Wgt",43129968,"Raw Imports"
"Italy",2001,"Total_Net_Wgt",38667000,"Raw Imports"
"Italy",2002,"Total_Net_Wgt",40346403,"Raw Imports"
"Italy",2003,"Total_Net_Wgt",42862137,"Raw Imports"
"Italy",2004,"Total_Net_Wgt",34456182,"Raw Imports"
"Italy",2005,"Total_Net_Wgt",28266991,"Raw Imports"
"Italy",2006,"Total_Net_Wgt",21987711,"Raw Imports"
"Italy",2007,"Total_Net_Wgt",22839310,"Raw Imports"
"Italy",2008,"Total_Net_Wgt",19770771,"Raw Imports"
"Italy",2009,"Total_Net_Wgt",19167398,"Raw Imports"
"Italy",2010,"Total_Net_Wgt",23613700,"Raw Imports"
"Italy",2011,"Total_Net_Wgt",24805100,"Raw Imports"
"Italy",2012,"Total_Net_Wgt",30807400,"Raw Imports"
"Italy",2013,"Total_Net_Wgt",30725300,"Raw Imports"
"Italy",2014,"Total_Net_Wgt",30149900,"Raw Imports"
"Italy",2015,"Total_Net_Wgt",30945587,"Raw Imports"
"Italy",2016,"Total_Net_Wgt",39755107,"Raw Imports"
"Italy",2017,"Total_Net_Wgt",37879296.516,"Raw Imports"
"Italy",2018,"Total_Net_Wgt",39724649,"Raw Imports"
"Italy",2019,"Total_Net_Wgt",42736822,"Raw Imports"
"Italy",2020,"Total_Net_Wgt",42239922,"Raw Imports"
"Italy",2021,"Total_Net_Wgt",48087097,"Raw Imports"
"Italy",2022,"Total_Net_Wgt",50029139.013,"Raw Imports"
"Italy",2023,"Total_Net_Wgt",39112610.409,"Raw Imports"
"Italy",2024,"Total_Net_Wgt",37544159.874,"Raw Imports"
"Italy",2025,"Total_Net_Wgt",27604082.537,"Raw Imports"
"Japan",2010,"Total_Net_Wgt",249329317,"Raw Imports"
"Japan",2011,"Total_Net_Wgt",210508395,"Raw Imports"
"Japan",2012,"Total_Net_Wgt",247563908,"Raw Imports"
"Japan",2013,"Total_Net_Wgt",226892836,"Raw Imports"
"Japan",2014,"Total_Net_Wgt",235572282,"Raw Imports"
"Japan",2015,"Total_Net_Wgt",245859417,"Raw Imports"
"Japan",2016,"Total_Net_Wgt",238069077,"Raw Imports"
"Japan",2017,"Total_Net_Wgt",247224949,"Raw Imports"
"Japan",2018,"Total_Net_Wgt",221002299,"Raw Imports"
"Japan",2019,"Total_Net_Wgt",219300419,"Raw Imports"
"Japan",2020,"Total_Net_Wgt",210341830,"Raw Imports"
"Japan",2021,"Total_Net_Wgt",198559375,"Raw Imports"
"Japan",2022,"Total_Net_Wgt",201416523,"Raw Imports"
"Japan",2023,"Total_Net_Wgt",197686624,"Raw Imports"
"Japan",2024,"Total_Net_Wgt",208828326,"Raw Imports"
"Japan",2025,"Total_Net_Wgt",201455851,"Raw Imports"
"Kenya",2011,"Total_Net_Wgt",3285385,"Raw Imports"
"Luxembourg",2013,"Total_Net_Wgt",23352684,"Raw Imports"
"Madagascar",2003,"Total_Net_Wgt",30592782,"Raw Imports"
"Madagascar",2004,"Total_Net_Wgt",33827645,"Raw Imports"
"Madagascar",2005,"Total_Net_Wgt",14445683,"Raw Imports"
"Madagascar",2006,"Total_Net_Wgt",29481137,"Raw Imports"
"Madagascar",2007,"Total_Net_Wgt",21421093,"Raw Imports"
"Madagascar",2008,"Total_Net_Wgt",13500887.31,"Raw Imports"
"Madagascar",2009,"Total_Net_Wgt",14207958,"Raw Imports"
"Madagascar",2010,"Total_Net_Wgt",16977669,"Raw Imports"
"Madagascar",2011,"Total_Net_Wgt",19585029,"Raw Imports"
"Madagascar",2012,"Total_Net_Wgt",13754764,"Raw Imports"
"Madagascar",2013,"Total_Net_Wgt",16325443,"Raw Imports"
"Madagascar",2014,"Total_Net_Wgt",19825671,"Raw Imports"
"Madagascar",2015,"Total_Net_Wgt",14731139.4,"Raw Imports"
"Madagascar",2016,"Total_Net_Wgt",13297972.3,"Raw Imports"
"Madagascar",2017,"Total_Net_Wgt",12632344.2,"Raw Imports"
"Madagascar",2018,"Total_Net_Wgt",5886020,"Raw Imports"
"Madagascar",2019,"Total_Net_Wgt",20736384,"Raw Imports"
"Madagascar",2020,"Total_Net_Wgt",9384160.87,"Raw Imports"
"Madagascar",2021,"Total_Net_Wgt",19912187.68,"Raw Imports"
"Madagascar",2022,"Total_Net_Wgt",16020584,"Raw Imports"
"Madagascar",2023,"Total_Net_Wgt",21924074,"Raw Imports"
"Malaysia",2010,"Total_Net_Wgt",1660697.46,"Raw Imports"
"Malaysia",2011,"Total_Net_Wgt",3124017.76,"Raw Imports"
"Malaysia",2012,"Total_Net_Wgt",3108619.42,"Raw Imports"
"Malaysia",2013,"Total_Net_Wgt",3012759.01,"Raw Imports"
"Malaysia",2014,"Total_Net_Wgt",2439699.59,"Raw Imports"
"Malaysia",2015,"Total_Net_Wgt",2291545.18,"Raw Imports"
"Malaysia",2017,"Total_Net_Wgt",3544774.51,"Raw Imports"
"Malaysia",2019,"Total_Net_Wgt",3326640.58,"Raw Imports"
"Malaysia",2020,"Total_Net_Wgt",2165631.5,"Raw Imports"
"Malaysia",2021,"Total_Net_Wgt",4091149.73,"Raw Imports"
"Malaysia",2022,"Total_Net_Wgt",3752867.62,"Raw Imports"
"Malaysia",2023,"Total_Net_Wgt",1834418.903,"Raw Imports"
"Malaysia",2024,"Total_Net_Wgt",2504093.605,"Raw Imports"
"Malaysia",2025,"Total_Net_Wgt",3686455.19,"Raw Imports"
"Malta",2012,"Total_Net_Wgt",2175600,"Raw Imports"
"Malta",2014,"Total_Net_Wgt",2494700,"Raw Imports"
"Malta",2016,"Total_Net_Wgt",4995378,"Raw Imports"
"Malta",2017,"Total_Net_Wgt",3396768,"Raw Imports"
"Malta",2019,"Total_Net_Wgt",7262730,"Raw Imports"
"Malta",2020,"Total_Net_Wgt",11443060,"Raw Imports"
"Malta",2021,"Total_Net_Wgt",9408999,"Raw Imports"
"Malta",2022,"Total_Net_Wgt",8458959,"Raw Imports"
"Malta",2023,"Total_Net_Wgt",10865084,"Raw Imports"
"Malta",2024,"Total_Net_Wgt",10312082,"Raw Imports"
"Mauritius",2010,"Total_Net_Wgt",105416221,"Raw Imports"
"Mauritius",2011,"Total_Net_Wgt",115496333,"Raw Imports"
"Mauritius",2012,"Total_Net_Wgt",106001456,"Raw Imports"
"Mauritius",2013,"Total_Net_Wgt",102064038,"Raw Imports"
"Mauritius",2014,"Total_Net_Wgt",116977606,"Raw Imports"
"Mauritius",2015,"Total_Net_Wgt",95194159,"Raw Imports"
"Mauritius",2016,"Total_Net_Wgt",109847162,"Raw Imports"
"Mauritius",2017,"Total_Net_Wgt",114124864,"Raw Imports"
"Mauritius",2018,"Total_Net_Wgt",98009820,"Raw Imports"
"Mauritius",2019,"Total_Net_Wgt",112100304,"Raw Imports"
"Mauritius",2020,"Total_Net_Wgt",96524252,"Raw Imports"
"Mauritius",2021,"Total_Net_Wgt",95759480,"Raw Imports"
"Mauritius",2022,"Total_Net_Wgt",100400742,"Raw Imports"
"Mauritius",2023,"Total_Net_Wgt",84864709,"Raw Imports"
"Mauritius",2024,"Total_Net_Wgt",85235957,"Raw Imports"
"Mauritius",2025,"Total_Net_Wgt",74958176,"Raw Imports"
"Mexico",2010,"Total_Net_Wgt",31017693.08,"Raw Imports"
"Mexico",2011,"Total_Net_Wgt",37078245.868,"Raw Imports"
"Mexico",2012,"Total_Net_Wgt",41238699.686,"Raw Imports"
"Mexico",2013,"Total_Net_Wgt",24138470.758,"Raw Imports"
"Mexico",2024,"Total_Net_Wgt",1528781,"Raw Imports"
"Mexico",2025,"Total_Net_Wgt",1211032,"Raw Imports"
"Minnows",2000,"Total_Net_Wgt",1694564.871,"Raw Imports"
"Minnows",2001,"Total_Net_Wgt",724031.35,"Raw Imports"
"Minnows",2002,"Total_Net_Wgt",3223164.037,"Raw Imports"
"Minnows",2003,"Total_Net_Wgt",3563185.953,"Raw Imports"
"Minnows",2004,"Total_Net_Wgt",4420605.974,"Raw Imports"
"Minnows",2005,"Total_Net_Wgt",6654782.607,"Raw Imports"
"Minnows",2006,"Total_Net_Wgt",10278233.686,"Raw Imports"
"Minnows",2007,"Total_Net_Wgt",6186237.549,"Raw Imports"
"Minnows",2008,"Total_Net_Wgt",4558159.79,"Raw Imports"
"Minnows",2009,"Total_Net_Wgt",8317716.129,"Raw Imports"
"Minnows",2010,"Total_Net_Wgt",10740378.448,"Raw Imports"
"Minnows",2011,"Total_Net_Wgt",13801738.043,"Raw Imports"
"Minnows",2012,"Total_Net_Wgt",17450560.481,"Raw Imports"
"Minnows",2013,"Total_Net_Wgt",18428147.366,"Raw Imports"
"Minnows",2014,"Total_Net_Wgt",19532366.584,"Raw Imports"
"Minnows",2015,"Total_Net_Wgt",20519729.472,"Raw Imports"
"Minnows",2016,"Total_Net_Wgt",28110591.198,"Raw Imports"
"Minnows",2017,"Total_Net_Wgt",20972153.325,"Raw Imports"
"Minnows",2018,"Total_Net_Wgt",24070599.519,"Raw Imports"
"Minnows",2019,"Total_Net_Wgt",22781331.086,"Raw Imports"
"Minnows",2020,"Total_Net_Wgt",23115773.75,"Raw Imports"
"Minnows",2021,"Total_Net_Wgt",20834936.202,"Raw Imports"
"Minnows",2022,"Total_Net_Wgt",21436957.906,"Raw Imports"
"Minnows",2023,"Total_Net_Wgt",17513107.477,"Raw Imports"
"Minnows",2024,"Total_Net_Wgt",20851953.87,"Raw Imports"
"Minnows",2025,"Total_Net_Wgt",9940750.657,"Raw Imports"
"Missing Imports",2000,"Total_Net_Wgt",86720798.883,"Raw Imports"
"Missing Imports",2001,"Total_Net_Wgt",135766722.857,"Raw Imports"
"Missing Imports",2002,"Total_Net_Wgt",36847001.288,"Raw Imports"
"Missing Imports",2003,"Total_Net_Wgt",54573021.6960001,"Raw Imports"
"Missing Imports",2004,"Total_Net_Wgt",70137019.5549999,"Raw Imports"
"Missing Imports",2005,"Total_Net_Wgt",16519011.7909999,"Raw Imports"
"Missing Imports",2006,"Total_Net_Wgt",35378285.7719999,"Raw Imports"
"Missing Imports",2008,"Total_Net_Wgt",14587435.298,"Raw Imports"
"Missing Imports",2009,"Total_Net_Wgt",27398100.4979999,"Raw Imports"
"Morocco",2001,"Total_Net_Wgt",1645461,"Raw Imports"
"Morocco",2015,"Total_Net_Wgt",3856009.65,"Raw Imports"
"Morocco",2018,"Total_Net_Wgt",16213393.6,"Raw Imports"
"Morocco",2019,"Total_Net_Wgt",12775664,"Raw Imports"
"Morocco",2020,"Total_Net_Wgt",17371863.37,"Raw Imports"
"Morocco",2021,"Total_Net_Wgt",19502447.23,"Raw Imports"
"Morocco",2022,"Total_Net_Wgt",16358632.4,"Raw Imports"
"Morocco",2023,"Total_Net_Wgt",16690604.94,"Raw Imports"
"Morocco",2024,"Total_Net_Wgt",3448550.27,"Raw Imports"
"Morocco",2025,"Total_Net_Wgt",1430844.81,"Raw Imports"
"Netherlands",2012,"Total_Net_Wgt",2001721.349,"Raw Imports"
"Netherlands",2016,"Total_Net_Wgt",3377599.357,"Raw Imports"
"Netherlands",2017,"Total_Net_Wgt",4637002.327,"Raw Imports"
"Netherlands",2018,"Total_Net_Wgt",4275276.388,"Raw Imports"
"Netherlands",2019,"Total_Net_Wgt",4131618.847,"Raw Imports"
"Netherlands",2020,"Total_Net_Wgt",4487217.28,"Raw Imports"
"Netherlands",2021,"Total_Net_Wgt",4127427.85,"Raw Imports"
"Netherlands",2022,"Total_Net_Wgt",4292631.756,"Raw Imports"
"Netherlands",2023,"Total_Net_Wgt",3743187.344,"Raw Imports"
"Netherlands",2024,"Total_Net_Wgt",3609613.301,"Raw Imports"
"Netherlands",2025,"Total_Net_Wgt",2602358.124,"Raw Imports"
"New Zealand",2018,"Total_Net_Wgt",2261334,"Raw Imports"
"New Zealand",2019,"Total_Net_Wgt",2231058,"Raw Imports"
"Nigeria",2011,"Total_Net_Wgt",2166665,"Raw Imports"
"Oman",2018,"Total_Net_Wgt",4027841,"Raw Imports"
"Other Asia, nes",2010,"Total_Net_Wgt",2083739.04,"Raw Imports"
"Other Asia, nes",2014,"Total_Net_Wgt",2719790,"Raw Imports"
"Other Asia, nes",2015,"Total_Net_Wgt",8112178.507,"Raw Imports"
"Other Asia, nes",2016,"Total_Net_Wgt",23759416.135,"Raw Imports"
"Other Asia, nes",2017,"Total_Net_Wgt",18128347.522,"Raw Imports"
"Other Asia, nes",2018,"Total_Net_Wgt",5033718.576,"Raw Imports"
"Other Asia, nes",2019,"Total_Net_Wgt",6370918.09,"Raw Imports"
"Other Asia, nes",2020,"Total_Net_Wgt",4827797.558,"Raw Imports"
"Other Asia, nes",2021,"Total_Net_Wgt",4666357.056,"Raw Imports"
"Other Asia, nes",2022,"Total_Net_Wgt",2603157.586,"Raw Imports"
"Other Asia, nes",2023,"Total_Net_Wgt",1806046.967,"Raw Imports"
