STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-9.63,,PERCENT,percent,,,,,,,Converted 0.6974 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,0.86,,PERCENT,percent,,,,,,,Converted 0.6961 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,20,,PERCENT,percent,,,,,,,Converted 0.7105 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,13.42,,PERCENT,percent,,,,,,,Converted 0.6919 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,-0.23,,PERCENT,percent,,,,,,,Converted 0.6588 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-34.03,,PERCENT,percent,,,,,,,Converted 0.6485 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,-4.26,,PERCENT,percent,,,,,,,Converted 0.7073 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2022,,17.31,,PERCENT,percent,,,,,,,Converted 0.634 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WF,Wallis and Futuna,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,12848,,USD_POP,USD per person,,,,,,,187200 thousands USD / 14570 persons. Converted 0.0104 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,WF,Wallis and Futuna,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,11674,,USD_POP,USD per person,,,,,,,139500 thousands USD / 11950 persons. Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,16646,,USD_POP,USD per person,,,,,,,"1061000 thousands USD / 63740 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2006,,16032,,USD_POP,USD per person,,,,,,,"990000 thousands USD / 61750 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2007,,15699,,USD_POP,USD per person,,,,,,,"938000 thousands USD / 59750 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2008,,16257,,USD_POP,USD per person,,,,,,,"939000 thousands USD / 57760 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2009,,14258,,USD_POP,USD per person,,,,,,,"795000 thousands USD / 55760 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2010,,14859,,USD_POP,USD per person,,,,,,,"799000 thousands USD / 53772 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2011,,13460,,USD_POP,USD per person,,,,,,,"729000 thousands USD / 54159 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2012,,13686,,USD_POP,USD per person,,,,,,,"746000 thousands USD / 54507 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2013,,14077,,USD_POP,USD per person,,,,,,,"772000 thousands USD / 54840 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2014,,15088,,USD_POP,USD per person,,,,,,,"832000 thousands USD / 55142 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,16419,,USD_POP,USD per person,,,,,,,"910000 thousands USD / 55422 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2016,,22088,,USD_POP,USD per person,,,,,,,"1230000 thousands USD / 55687 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2017,,27887,,USD_POP,USD per person,,,,,,,"1560000 thousands USD / 55940 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2018,,23176,,USD_POP,USD per person,,,,,,,"1302000 thousands USD / 56178 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,MP,Northern Mariana Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,20959,,USD_POP,USD per person,,,,,,,"1182000 thousands USD / 56397 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,2571560,,XPF_POP,CFP Franc per person,,,,,,,"598402122 thousands XPF / 232700 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2006,,2805823,,XPF_POP,CFP Franc per person,,,,,,,"663296639 thousands XPF / 236400 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2007,,3199904,,XPF_POP,CFP Franc per person,,,,,,,"767977072 thousands XPF / 240000 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2008,,3018931,,XPF_POP,CFP Franc per person,,,,,,,"735713380 thousands XPF / 243700 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2009,,3011383,,XPF_POP,CFP Franc per person,,,,,,,"744715000 thousands XPF / 247300 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2010,,3358219,,XPF_POP,CFP Franc per person,,,,,,,"842913000 thousands XPF / 251000 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2011,,3474648,,XPF_POP,CFP Franc per person,,,,,,,"887425000 thousands XPF / 255400 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2012,,3361363,,XPF_POP,CFP Franc per person,,,,,,,"873618326 thousands XPF / 259900 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2013,,3352238,,XPF_POP,CFP Franc per person,,,,,,,"885996528 thousands XPF / 264300 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2014,,3554364,,XPF_POP,CFP Franc per person,,,,,,,"955285000 thousands XPF / 268764 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,3483364,,XPF_POP,CFP Franc per person,,,,,,,"939822000 thousands XPF / 269803 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2016,,3478447,,XPF_POP,CFP Franc per person,,,,,,,"941000000 thousands XPF / 270523 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2017,,3573088,,XPF_POP,CFP Franc per person,,,,,,,"969000000 thousands XPF / 271194 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2018,,3782582,,XPF_POP,CFP Franc per person,,,,,,,"1028000000 thousands XPF / 271772 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,3709294,,XPF_POP,CFP Franc per person,,,,,,,"1010000000 thousands XPF / 272289 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2020,,3626174,,XPF_POP,CFP Franc per person,,,,,,,"990000000 thousands XPF / 273015 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NC,New Caledonia,GDPCPC,"Gross Domestic Product per capita, current prices",2021,,3712446,,XPF_POP,CFP Franc per person,,,,,,,"1016000000 thousands XPF / 273674 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,-7.93,,PERCENT,percent,,,,,,,14553 thousands USD / 1670 persons. Converted 0.6485 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,15.39,,PERCENT,percent,,,,,,,16691 thousands USD / 1660 persons. Converted 0.7349 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,-9.26,,PERCENT,percent,,,,,,,15054 thousands USD / 1650 persons. Converted 0.7029 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,-4.57,,PERCENT,percent,,,,,,,14279 thousands USD / 1640 persons. Converted 0.6247 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,27.29,,PERCENT,percent,,,,,,,18065 thousands USD / 1630 persons. Converted 0.7205 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,17.79,,PERCENT,percent,,,,,,,21306 thousands USD / 1632 persons. Converted 0.79 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,6.82,,PERCENT,percent,,,,,,,22787 thousands USD / 1634 persons. Converted 0.8102 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,11.17,,PERCENT,percent,,,,,,,25365 thousands USD / 1636 persons. Converted 0.8201 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,6.82,,PERCENT,percent,,,,,,,27128 thousands USD / 1638 persons. Converted 0.8296 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,-13.37,,PERCENT,percent,,,,,,,23530 thousands USD / 1640 persons. Converted 0.6974 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,4.73,,PERCENT,percent,,,,,,,24630 thousands USD / 1639 persons. Converted 0.6961 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2017,,7.05,,PERCENT,percent,,,,,,,26123 thousands USD / 1624 persons. Converted 0.7105 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2018,,16.6,,PERCENT,percent,,,,,,,30123 thousands USD / 1606 persons. Converted 0.6919 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NU,Niue,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2019,,3.77,,PERCENT,percent,,,,,,,30811 thousands USD / 1583 persons. Converted 0.6588 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2005,,37544,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2006,,27359,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2007,,39781,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2008,,57427,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2009,,51526,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2010,,64461,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2011,,92222,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2012,,93866,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2013,,112216,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2014,,101509,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2015,,135144,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2016,,141817,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2017,,145300,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2018,,160000,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2019,,165300,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,NR,Nauru,GDPC,"Gross Domestic Product, current prices",2020,,170200,,AUD,Australian Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,14.25,,PERCENT,percent,,,,,,,Converted 0.3372 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,22.3,,PERCENT,percent,,,,,,,Converted 0.3704 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,-0.44,,PERCENT,percent,,,,,,,Converted 0.363 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,22.62,,PERCENT,percent,,,,,,,Converted 0.3677 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,26.23,,PERCENT,percent,,,,,,,Converted 0.4218 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,18.39,,PERCENT,percent,,,,,,,Converted 0.4799 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,-0.16,,PERCENT,percent,,,,,,,Converted 0.4455 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,9.18,,PERCENT,percent,,,,,,,Converted 0.4063 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-6.42,,PERCENT,percent,,,,,,,Converted 0.3612 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,-4.43,,PERCENT,percent,,,,,,,Converted 0.3192 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,9.55,,PERCENT,percent,,,,,,,Converted 0.3136 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,6,,PERCENT,percent,,,,,,,Converted 0.3036 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,2.67,,PERCENT,percent,,,,,,,Converted 0.2952 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-3.65,,PERCENT,percent,,,,,,,Converted 0.289 PGK/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,PG,Papua New Guinea,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,2,,PERCENT,percent,,,,,,,Converted 0.285 PGK/USD,
