STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,0.11,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,-15.34,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,0.5,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,-8.76,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,2.33,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,3.49,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,7.77,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,9.38,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,35.16,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,26.83,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,-16.54,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,MP,Northern Mariana Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,-9.22,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,-4.02,,PERCENT,percent,,,,,,,"144149 thousands AUD / 94380 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,6.09,,PERCENT,percent,,,,,,,"156265 thousands AUD / 96460 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,3.89,,PERCENT,percent,,,,,,,"165865 thousands AUD / 98540 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,-1.19,,PERCENT,percent,,,,,,,"167283 thousands AUD / 100620 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,-0.84,,PERCENT,percent,,,,,,,"169308 thousands AUD / 102700 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,2.12,,PERCENT,percent,,,,,,,"175156 thousands AUD / 104000 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,3.27,,PERCENT,percent,,,,,,,"183145 thousands AUD / 105300 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,3.11,,PERCENT,percent,,,,,,,"191158 thousands AUD / 106600 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,2.06,,PERCENT,percent,,,,,,,"197320 thousands AUD / 107800 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,13.5,,PERCENT,percent,,,,,,,"226674 thousands AUD / 109119 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,4.19,,PERCENT,percent,,,,,,,"240116 thousands AUD / 110981 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2017,,0.51,,PERCENT,percent,,,,,,,"245532 thousands AUD / 112880 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2018,,5.2,,PERCENT,percent,,,,,,,"262640 thousands AUD / 114807 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2019,,-5.55,,PERCENT,percent,,,,,,,"252344 thousands AUD / 116766 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2020,,0.6,,PERCENT,percent,,,,,,,"258139 thousands AUD / 118744 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,KI,Kiribati,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2021,,15.36,,PERCENT,percent,,,,,,,"302793 thousands AUD / 120740 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,1.79,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,0.9,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,2.49,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,6.5,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,5.92,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,4.85,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,5.14,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,-3.09,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,0.66,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-0.88,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,4.99,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,10.35,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,9.61,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2006,,10.16,,PERCENT,percent,,,,,,,6964615 thousands USD / 236400 persons. Converted 0.0105 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2007,,24.91,,PERCENT,percent,,,,,,,8831736 thousands USD / 240000 persons. Converted 0.0115 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2008,,0.91,,PERCENT,percent,,,,,,,9049275 thousands USD / 243700 persons. Converted 0.0123 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2009,,-5.12,,PERCENT,percent,,,,,,,8713166 thousands USD / 247300 persons. Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2010,,5.8,,PERCENT,percent,,,,,,,9356334 thousands USD / 251000 persons. Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2011,,9.06,,PERCENT,percent,,,,,,,10382873 thousands USD / 255400 persons. Converted 0.0117 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2012,,-10.7,,PERCENT,percent,,,,,,,9435078 thousands USD / 259900 persons. Converted 0.0108 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2013,,2.5,,PERCENT,percent,,,,,,,9834561 thousands USD / 264300 persons. Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2014,,6.03,,PERCENT,percent,,,,,,,10603664 thousands USD / 268764 persons. Converted 0.0111 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2015,,-17.89,,PERCENT,percent,,,,,,,8740345 thousands USD / 269803 persons. Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2016,,-0.14,,PERCENT,percent,,,,,,,8751300 thousands USD / 270523 persons. Converted 0.0093 XPF/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,NC,New Caledonia,GDPCPCVR,"Variation rate of Gross Domestic Product per capita, current prices",2017,,4.93,,PERCENT,percent,,,,,,,9205500 thousands USD / 271194 persons. Converted 0.0095 XPF/USD,
