"Species","reporter_desc","Year","flow_desc","Total_Gross_Wgt","Total_Net_Wgt","Total_Domestic_Currency_FOBValue","Total_Domestic_Currency_CIFValue","Total_Domestic_Currency_PrimaryValue","Domestic_Price"
"Albacore","Rep. of Korea",2020,"Export",0,1054678.9,3359415,0,3.359415,3.18524908386809
"Yellow Fin","Rep. of Korea",2020,"Export",0,41689867.7,86879993,0,86.879993,2.08395943170623
"Tuna N.E.C","Rep. of Korea",2020,"Export",0,1153789.286,1914159,0,1.914159,1.6590195655535
"Blue Fin","Rep. of Korea",2020,"Import",0,911542.71,0,10870902,10.870902,11.9258284672147
"Blue Fin","Rep. of Korea",2020,"Export",0,1348766.7,15316630,0,15.31663,11.3560262126875
"Yellow Fin","Rep. of Korea",2020,"Import",0,1475903.73,0,3200331,3.200331,2.16838736494012
"Tuna N.E.C","Lao People's Dem. Rep.",2020,"Import",0,488071,0,197944,0.197944,0.405563944590029
"Tuna N.E.C","Lesotho",2020,"Import",8037,8037,0,197787.900236247,0.011907584,1.48159562025631
"Tuna N.E.C","Latvia",2020,"Import",0,5883,0,21684.9989149732,0.024634838,4.18746183919769
"Yellow Fin","Latvia",2020,"Export",0,378,1640.99983705199,0,0.001798439,4.75777513227513
"Blue Fin","Latvia",2020,"Import",0,2194,0,64037.9988264638,0.073123798,33.3289872379216
"Tuna N.E.C","Lithuania",2020,"Import",0,3585,0,3026,0.003026,0.844072524407252
"Tuna N.E.C","Lithuania",2020,"Export",0,1991,3141,0,0.003141,1.57759919638373
"Yellow Fin","Lithuania",2020,"Import",0,44669,0,90586,0.090586,2.02793883901587
"Yellow Fin","Luxembourg",2020,"Export",0,12966,350925.767831041,0,0.403046419,31.0848695819837
"Yellow Fin","Luxembourg",2020,"Import",0,95198.076,1663285.32205396,1663427.37176835,1.907435578,20.0364929434078
"Blue Fin","Luxembourg",2020,"Import",0,13540.753,220423.827485388,221544.700007436,0.254159448,18.7699641223793
"Albacore","Luxembourg",2020,"Import",0,16274.555,125749.737617613,126495.44887163,0.143899912,8.84201823029877
"Tuna N.E.C","Luxembourg",2020,"Import",0,9246.338,217877.391519032,217877.391519032,0.248923768,26.9213355600888
"Big Eye","Luxembourg",2020,"Import",0,2691.363,24919.2582721603,24919.2582721603,0.028781953,10.6941921249568
"Blue Fin","Luxembourg",2020,"Export",0,1081,29394.9479313715,0,0.032765341,30.3102136910268
"Blue Fin","China, Macao SAR",2020,"Import",0,0,0,34531.0011905695,0.004312048,Inf
"Big Eye","Madagascar",2020,"Export",0,12301.6,204281829.382599,0,0.053779476,4.37174643948755
"Albacore","Madagascar",2020,"Export",0,4270.8,72408977.0272013,0,0.018990835,4.44666924229653
"Big Eye","Malawi",2020,"Import",0,1000,0,424620.157800589,0.000572078,0.572078
"Big Eye","Malaysia",2020,"Export",0,162773,1534085.00539604,0,0.360140862,2.21253440066842
"Yellow Fin","Malaysia",2020,"Export",0,805135.08,9901299.00653392,0,2.368078041,2.94121831208746
"Tuna N.E.C","Malaysia",2020,"Import",0,769511.04,0,14695707.9881771,3.521518931,4.57630722361046
"Albacore","Malaysia",2020,"Export",0,987571.6,13474914.9972618,0,3.200816898,3.24109856743551
"Tuna N.E.C","Malaysia",2020,"Export",0,4386213.86,25029941.9978311,0,5.89010126,1.34286686604925
"Blue Fin","Malaysia",2020,"Import",0,719952.14,0,4340806.99848809,1.025340757,1.42417905306872
"Albacore","Malaysia",2020,"Import",0,83317.77,0,1025679.00182026,0.24329243,2.92005450938017
"Yellow Fin","Malaysia",2020,"Import",0,139103.45,0,1924153.99926994,0.464938818,3.34239602252856
"Blue Fin","Malta",2020,"Export",0,7928473,96091120.0002293,0,112.444113424,14.1823164970102
"Albacore","Malta",2020,"Import",0,168,0,2023.99871588339,0.002323751,13.8318511904762
"Yellow Fin","Malta",2020,"Import",0,90,0,513.999827032637,0.000563877,6.2653
"Yellow Fin","Mauritius",2020,"Import",0,24562734,1310953863.02029,1854128813.99372,46.943841956,1.91118146522289
"Big Eye","Mauritius",2020,"Export",0,377680,21848882.0196099,0,0.552969878,1.46412274412201
"Tuna N.E.C","Mauritius",2020,"Import",0,658033,42922282.997282,90586670.0128618,2.292194615,3.48340374266944
"Yellow Fin","Mauritius",2020,"Export",0,1010010,64019019.1212554,0,1.626978037,1.61085339452085
"Big Eye","Mauritius",2020,"Import",0,3957610,161297957.979932,226414725.039061,5.744748988,1.45157026286067
"Albacore","Mauritius",2020,"Import",0,8985678,218366126.929647,432839076.040903,10.866867592,1.20935421812355
"Albacore","Mauritius",2020,"Export",0,8839155,700052263.975338,0,17.74125863,2.00712156648458
"Yellow Fin","Mexico",2020,"Export",0,743757,5166496,0,5.166496,6.94648386502581
"Tuna N.E.C","Mongolia",2020,"Import",0,684,0,19669.2,0.0196692,28.7561403508772
"Big Eye","Morocco",2020,"Import",0,780374,0,10981326.0086609,1.153514533,1.47815602903223
"Yellow Fin","Morocco",2020,"Import",0,1304522,0,18488378.9918282,1.945907797,1.49166345757297
"Tuna N.E.C","Mozambique",2020,"Import",0,283430,328962.344,370746.647,0.370746647,1.30807129449952
"Tuna N.E.C","Mozambique",2020,"Export",0,254136,782412.68,0,0.78241268,3.07871643529449
"Albacore","Mozambique",2020,"Import",0,31005,18890.871,21995.089,0.021995089,0.709404579906467
"Yellow Fin","Namibia",2020,"Import",0,5112.95,0,338170.539799164,0.020923398,4.0922359890083
"Albacore","Namibia",2020,"Import",0,56080,0,6327006.98435358,0.389072839,6.93781809914408
"Albacore","Namibia",2020,"Export",0,1328308.3,78835888.5901843,0,4.64001338,3.49317502570751
"Big Eye","Namibia",2020,"Export",0,117140,3404318.11515032,0,0.204772658,1.74810191224176
"Yellow Fin","Namibia",2020,"Export",0,62517,2817098.63019381,0,0.170393877,2.72556067949518
"Tuna N.E.C","Netherlands",2020,"Import",0,91714.338,0,705475.004796303,0.808170041,8.81181785338733
"Yellow Fin","Netherlands",2020,"Import",0,539505.903,0,3178266.99506458,3.648307344,6.76231218919582
"Yellow Fin","Netherlands",2020,"Export",0,465725.231,6803487.00380734,0,7.737102851,16.6130205880987
"Blue Fin","Netherlands",2020,"Import",0,1000392.451,0,5047865.00430497,5.846225777,5.84393231991712
"Blue Fin","Netherlands",2020,"Export",0,35458.855,623205.001211973,0,0.714599356,20.1529168384033
"Tuna N.E.C","Netherlands",2020,"Export",0,128797.838,970537.005365537,0,1.107440397,8.59828405660039
"Albacore","Netherlands",2020,"Export",0,5447.503,42130.0013813571,0,0.048039822,8.81868665331621
"Big Eye","Netherlands",2020,"Export",0,477,12255.0001554354,0,0.01395884,29.2638155136268
"Albacore","Netherlands",2020,"Import",0,37884.748,0,440397.00126989,0.503898551,13.3008288982152
"Yellow Fin","New Zealand",2020,"Import",333293,280982,1650505.00303145,2510132.99813223,1.650002392,5.87227079314689
"Yellow Fin","New Zealand",2020,"Export",43147,39446,128509.000087956,0,0.083423989,2.11489096486336
"Tuna N.E.C","New Zealand",2020,"Export",375,375,4214.99918274248,0,0.002656418,7.08378133333333
"Albacore","New Zealand",2020,"Export",4414625,4399812,28519390.0010681,0,17.837404515,4.05412879345754
"Big Eye","New Zealand",2020,"Import",38981,38944,76014.9985566615,171550.99665987,0.107930053,2.77141672658176
"Blue Fin","New Zealand",2020,"Export",878700,747840,10745836.9977424,0,6.87846987,9.19778277439024
"Big Eye","New Zealand",2020,"Export",81934,74580,1012266.00004978,0,0.649522227,8.70906713596139
"Tuna N.E.C","Nicaragua",2020,"Export",0,16566.62,46274.95,0,0.04627495,2.79326440758586
"Yellow Fin","Nicaragua",2020,"Export",0,5714250,11420288.17,0,11.42028817,1.99856292076825
"Big Eye","Nicaragua",2020,"Export",0,1369974,2054693.98,0,2.05469398,1.49980509119151
"Yellow Fin","Norway",2020,"Import",0,9070,0,1155615.99758936,0.113943143,12.5626398015436
"Tuna N.E.C","Norway",2020,"Import",0,2006,0,123289.008653645,0.013257176,6.60876171485544
"Blue Fin","Norway",2020,"Import",0,4530,0,1149551.0071408,0.124814367,27.552840397351
"Yellow Fin","Norway",2020,"Export",0,1071,137019.997887799,0,0.015309491,14.2945760971055
"Tuna N.E.C","Pakistan",2020,"Export",0,1589765,520333461.639576,0,3.202975223,2.01474760294761
"Albacore","Panama",2020,"Export",1209503,1198647,1442319,0,1.442319,1.20328920858268
"Big Eye","Panama",2020,"Export",46978,46578,56581,0,0.056581,1.21475804027653
"Yellow Fin","Panama",2020,"Export",4653696,4550742,12644622,0,12.644622,2.77858467915782
"Yellow Fin","Peru",2020,"Import",0,1221462,1554760.63,1608626.93,1.60862693,1.31696846074622
"Big Eye","Peru",2020,"Import",0,1149637,1267390.26,1288983.93,1.28898393,1.12120950352155
"Yellow Fin","Peru",2020,"Export",0,176672.6,460662.01,0,0.46066201,2.60743324092134
"Yellow Fin","Philippines",2020,"Export",119075.1,160686.075,407271,407271,0.407271,2.53457556916491
"Big Eye","Philippines",2020,"Import",1743855.5,0,2330690,2516215,2.516215,Inf
"Tuna N.E.C","Philippines",2020,"Import",2348651.58,1861093.287,2827205,3139118,3.139118,1.6867064224707
"Yellow Fin","Philippines",2020,"Import",52282934.09,38680379.05,73107635,78232985,78.232985,2.02254959546473
"Yellow Fin","Poland",2020,"Import",0,102625,0,797768,0.797768,7.77362241169306
"Albacore","Poland",2020,"Import",0,62678,0,642428,0.642428,10.2496569769297
"Tuna N.E.C","Poland",2020,"Import",0,6695,0,96141,0.096141,14.3601194921583
"Blue Fin","Poland",2020,"Import",0,43891,0,621652,0.621652,14.1635415005354
"Yellow Fin","Poland",2020,"Export",0,3818.3,45722,0,0.045722,11.9744388864154
"Albacore","Portugal",2020,"Export",0,1526184.312,6941275.0010591,0,7.959126017,5.21504903072284
"Yellow Fin","Portugal",2020,"Import",0,3922463,0,10775823.9977985,12.315842126,3.13982365824738
"Tuna N.E.C","Portugal",2020,"Import",0,8271328,0,15457665.0012459,17.784887532,2.15018525828017
"Blue Fin","Portugal",2020,"Export",0,309952,2676694.99952712,0,3.188381595,10.2866946978887
"Tuna N.E.C","Portugal",2020,"Export",0,361331,1181735.9975203,0,1.368984203,3.78872613476286
"Blue Fin","Portugal",2020,"Import",0,5208298,0,7615359.99695871,8.673185417,1.66526289720749
"Big Eye","Portugal",2020,"Export",0,629964,2160225.00122106,0,2.487651266,3.94887845337194
"Yellow Fin","Portugal",2020,"Export",0,697787,2420393.00370856,0,2.734780772,3.91922000839798
"Albacore","Portugal",2020,"Import",0,3322561,0,9698867.99807374,11.051184712,3.32610438514146
"Big Eye","Portugal",2020,"Import",0,1074628,0,2994716.00030447,3.43472363,3.19619778193012
"Albacore","Qatar",2020,"Import",0,28680,0,161795.997674768,0.044449454,1.54984149232915
"Tuna N.E.C","Qatar",2020,"Import",0,29153,0,212982.997925564,0.058511818,2.0070599252221
"Yellow Fin","Qatar",2020,"Import",0,12729,0,419167.000636636,0.11515578,9.0467263728494
"Albacore","Romania",2020,"Import",0,5828.528,0,28613.22,0.02861322,4.90916746046343
"Tuna N.E.C","Romania",2020,"Import",0,65898.223,0,264162.83,0.26416283,4.00864876128754
"Yellow Fin","Romania",2020,"Import",0,21390.841,0,134821.07,0.13482107,6.30274751703311
"Big Eye","Romania",2020,"Import",0,32,0,180.77,0.00018077,5.6490625
"Blue Fin","Romania",2020,"Import",0,22000.449,0,99721.66,0.09972166,4.53271021877781
"Yellow Fin","Russian Federation",2020,"Import",0,33486.55,0,359883.87,0.35988387,10.7471169768161
"Yellow Fin","Russian Federation",2020,"Export",0,3358.29,25144.26,0,0.02514426,7.48722117506231
"Blue Fin","Russian Federation",2020,"Import",0,3385.55,0,172718.33,0.17271833,51.0163282184579
"Blue Fin","Russian Federation",2020,"Export",0,89.441,866.2,0,0.0008662,9.6845965496808
"Albacore","Russian Federation",2020,"Export",0,4078.916,66515.56,0,0.06651556,16.3071659234954
"Tuna N.E.C","Rwanda",2020,"Import",0,29585,0,40385.01,0.04038501,1.36505019435525
"Tuna N.E.C","Rwanda",2020,"Export",0,27700,796773.94,0,0.79677394,28.764402166065
"Tuna N.E.C","Sao Tome and Principe",2020,"Import",27,26,0,2135.00389455946,9.6785e-05,3.7225
"Tuna N.E.C","Senegal",2020,"Export",0,30314518.26,17996558417.6903,0,31.32450673,1.03331698895353
"Tuna N.E.C","Senegal",2020,"Import",0,1679198,0,1395994216.67253,2.427629826,1.44570790698893
"Yellow Fin","Serbia",2020,"Import",0,208418,748897,786102,0.786102,3.77175675805353
"Blue Fin","Serbia",2020,"Import",0,1767,30202,30297,0.030297,17.1460101867572
"Tuna N.E.C","Serbia",2020,"Import",0,62,638,641,0.000641,10.3387096774194
"Tuna N.E.C","Seychelles",2020,"Export",0,23966857,394639405.786603,0,21.680224703,0.904591899680463
"Tuna N.E.C","Seychelles",2020,"Import",0,76641573.849,0,2318140541.92505,131.916382013,1.72121180957091
"Yellow Fin","Seychelles",2020,"Export",0,26912115.88,626258639.74039,0,35.638039061,1.3242377232585
"Big Eye","Seychelles",2020,"Export",0,1864246,41054939.7232451,0,2.381129774,1.27726157062963
"Tuna N.E.C","India",2020,"Export",0,840702,111933548.736536,0,1.513170105,1.79988878936888
"Yellow Fin","India",2020,"Import",0,191467,0,27672261.9265531,0.376780414,1.96786085330631
"Yellow Fin","India",2020,"Export",0,10799641,1314149452.07464,0,17.794046219,1.64765164129067
"Blue Fin","Singapore",2020,"Import",0,13713.085,0,1048896.00284101,0.768313634,56.0277744942148
"Yellow Fin","Singapore",2020,"Import",0,2143195.241,0,6956015.99711316,5.0275705,2.34582944373009
"Yellow Fin","Singapore",2020,"Export",0,2082270,7072506.00190617,0,5.114614982,2.45626887099175
"Blue Fin","Singapore",2020,"Export",0,851.637,62337.9981826962,0,0.046056425,54.0798779292116
"Tuna N.E.C","Singapore",2020,"Import",0,438773.267,0,3272539.00162407,2.378982526,5.42189487127528
"Big Eye","Singapore",2020,"Import",0,604665.632,0,2344794.99825237,1.68579082,2.78797194810635
"Tuna N.E.C","Singapore",2020,"Export",0,268899.383,885836.998417196,0,0.633856114,2.35722412944324
"Albacore","Singapore",2020,"Import",0,75948.715,0,402967.997651978,0.291649213,3.84008094146162
"Yellow Fin","Slovakia",2020,"Import",0,8369,131007.998929854,131007.998929854,0.150180194,17.9448194527423
"Albacore","Slovakia",2020,"Import",0,9116,8346.99956723927,8346.99956723927,0.009687971,1.06274363756033
"Blue Fin","Slovakia",2020,"Import",0,26460,128338.999958137,128338.999958137,0.149163714,5.63732857142857
"Blue Fin","Slovakia",2020,"Export",0,113,2113.99990630935,0,0.002346616,20.7665132743363
"Tuna N.E.C","Slovakia",2020,"Import",0,698,9496.99942630498,9496.99942630498,0.010638733,15.2417378223496
"Yellow Fin","Viet Nam",2020,"Import",0,62463865.083,0,126387161.2,126.3871612,2.0233644048773
"Tuna N.E.C","Viet Nam",2020,"Export",0,3512897,6149231.476,0,6.149231476,1.75047303578784
"Yellow Fin","Viet Nam",2020,"Export",0,8119839.977,18045703.456,0,18.045703456,2.22242107074963
"Tuna N.E.C","Viet Nam",2020,"Import",0,6605860.611,0,11393413.179,11.393413179,1.72474320151833
"Big Eye","Viet Nam",2020,"Import",0,40.77,0,4007019.097,4.007019097,98283.5196713269
"Albacore","Viet Nam",2020,"Import",0,25549549.075,0,95872820.497,95.872820497,3.75242710607408
"Big Eye","Viet Nam",2020,"Export",0,810.843,83067.42,0,0.08306742,102.445750903689
"Blue Fin","Viet Nam",2020,"Import",0,4299.584,0,95991.927,0.095991927,22.3258638510144
"Blue Fin","Slovenia",2020,"Import",0,7441.097,0,110274.116,0.110274116,14.8196046900074
"Yellow Fin","Slovenia",2020,"Import",0,92966.856,0,887321.96,0.88732196,9.54449787997563
"Yellow Fin","Slovenia",2020,"Export",0,55244.627,579911.172,0,0.579911172,10.4971506459805
"Big Eye","Slovenia",2020,"Import",0,1138.501,0,15415.488,0.015415488,13.5401620200597
"Tuna N.E.C","Slovenia",2020,"Import",0,24169.087,0,552459.825,0.552459825,22.8581172718688
"Blue Fin","Slovenia",2020,"Export",0,2227.6,29940.366,0,0.029940366,13.4406383551805
"Albacore","Slovenia",2020,"Import",0,8258.369,0,82993.139,0.082993139,10.0495798867791
"Albacore","South Africa",2020,"Export",0,4567793.8,259506332.958299,0,16.308383274,3.57029760712929
"Blue Fin","South Africa",2020,"Export",0,72695.98,16168007.9726654,0,0.980359442,13.4857449063896
"Yellow Fin","South Africa",2020,"Export",0,831293.57,80464380.0072377,0,4.808034826,5.78379888827962
"Yellow Fin","South Africa",2020,"Import",0,73889.06,4896721.00577123,0,0.300922778,4.07262966939896
"Big Eye","South Africa",2020,"Export",0,403281.68,61590344.0256329,0,3.657337409,9.06894012393521
"Tuna N.E.C","South Africa",2020,"Export",0,23478.8,2161194.99111633,0,0.132613237,5.6482118762458
"Albacore","South Africa",2020,"Import",0,250351,9088830.00178305,0,0.50129564,2.00237123079197
"Tuna N.E.C","South Africa",2020,"Import",0,83497.8,8144244.00435723,0,0.509400647,6.10076728967709
"Big Eye","South Africa",2020,"Import",0,74055,2343258.01130759,0,0.138763734,1.8737929106745
"Blue Fin","South Africa",2020,"Import",0,266.4,130859.001083497,0,0.008585788,32.2289339339339
"Blue Fin","Spain",2020,"Export",0,3022278.023,37587890.3997084,0,43.889968065,14.5221477742916
"Tuna N.E.C","Spain",2020,"Export",0,3630432.835,16340342.1559981,0,19.165431877,5.27910382812522
"Tuna N.E.C","Spain",2020,"Import",0,807954.49,0,1244181.10889243,1.438772993,1.78075994478352
"Albacore","Spain",2020,"Import",0,14206924.05,0,47376282.6660376,54.136791382,3.81059201777038
"Yellow Fin","Spain",2020,"Import",0,96002280.29,0,204623723.386656,233.237628043,2.42950091746201
"Big Eye","Spain",2020,"Export",0,10327229.84,12891062.5294872,0,14.72915038,1.42624407592346
"Yellow Fin","Spain",2020,"Export",0,40786479.761,73825432.4550777,0,84.277727499,2.0663153082308
"Big Eye","Spain",2020,"Import",0,13350128.14,0,22900994.2084189,25.9912282,1.94688979217543
"Blue Fin","Spain",2020,"Import",0,1991790.1,0,10710957.8158291,12.348647588,6.19977355445235
"Albacore","Spain",2020,"Export",0,1593143.957,7736297.19010229,0,8.934607644,5.60816089766582
"Blue Fin","Sweden",2020,"Import",0,38615.5,0,3542000.00608421,0.399422283,10.3435740311533
"Tuna N.E.C","Sweden",2020,"Export",0,7267.26,127999.996732693,0,0.014601431,2.00920718400057
"Albacore","Sweden",2020,"Export",0,11814.762,971000.016513446,0,0.105979913,8.97012677868585
"Tuna N.E.C","Sweden",2020,"Import",0,34062.282,0,5164000.00420844,0.568274089,16.6833827809892
"Yellow Fin","Sweden",2020,"Import",0,197751.371,0,23653999.9943641,2.596103305,13.1281178576507
"Albacore","Sweden",2020,"Import",0,9176.966,0,543000.000082964,0.060667863,6.61088457775696
"Yellow Fin","Sweden",2020,"Export",0,41186.468,775000.020897382,0,0.085647412,2.07950368553089
"Yellow Fin","Switzerland",2020,"Import",0,39707,0,549843.004265263,0.586463579,14.7697780995794
"Albacore","Switzerland",2020,"Import",0,1573,0,19716.999461223,0.021079579,13.4008766687858
"Tuna N.E.C","Switzerland",2020,"Import",0,4371,0,73748.0000556437,0.07787228,17.8156668954473
"Blue Fin","Switzerland",2020,"Import",0,5831.663,0,144640.000163279,0.153101277,26.2534506880799
"Yellow Fin","Thailand",2020,"Import",0,98907017,0,164615560.91,164.61556091,1.66434663488031
"Big Eye","Thailand",2020,"Import",0,20113853,0,28571253.107,28.571253107,1.42047638048265
"Tuna N.E.C","Thailand",2020,"Import",0,27992392,0,22316660.977,22.316660977,0.79724022788049
"Albacore","Thailand",2020,"Import",0,61593883,0,213465124.576,213.465124576,3.46568708090704
"Yellow Fin","Thailand",2020,"Export",0,12667012,27544105.417,0,27.544105417,2.17447535511927
"Blue Fin","Thailand",2020,"Import",0,42202,0,1541616.203,1.541616203,36.5294583905976
"Tuna N.E.C","Thailand",2020,"Export",0,2458136,1484312.256,0,1.484312256,0.603836507011817
"Yellow Fin","Trinidad and Tobago",2020,"Export",0,697856,53823306.0001669,0,7.972255572,11.4239263859593
"Albacore","Trinidad and Tobago",2020,"Import",0,47514,0,955275.004762818,0.141493311,2.97792884202551
"Yellow Fin","Trinidad and Tobago",2020,"Import",0,3799,0,119635.997569385,0.017708706,4.66141247696762
"Big Eye","Trinidad and Tobago",2020,"Export",0,7504,596529.989809566,0,0.088366989,11.7759846748401
"Tuna N.E.C","Trinidad and Tobago",2020,"Export",0,5181,95896.0014538622,0,0.014210017,2.74271704304188
"Tuna N.E.C","Trinidad and Tobago",2020,"Import",0,654,0,24001.9928855138,0.003556071,5.43741743119266
"Albacore","Türkiye",2020,"Export",0,11323,32759,0,0.032759,2.8931378609909
"Big Eye","Türkiye",2020,"Import",0,1691815,2245698,2420229,2.420229,1.43055180383198
"Tuna N.E.C","Türkiye",2020,"Export",0,6592,23226,0,0.023226,3.52336165048544
"Tuna N.E.C","Türkiye",2020,"Import",0,5235,19592,22105,0.022105,4.2225405921681
"Albacore","Türkiye",2020,"Import",0,11713,30294,33853,0.033853,2.89020746179459
"Blue Fin","Türkiye",2020,"Export",0,6620162,71682636,0,71.682636,10.8279277757855
"Yellow Fin","Türkiye",2020,"Import",0,2804848,3933889,4237330,4.23733,1.51071644524053
"Yellow Fin","Ukraine",2020,"Import",0,38564.65,0,273043.71,0.27304371,7.08015527173202
"Blue Fin","Ukraine",2020,"Import",0,7175.5,0,197560.88,0.19756088,27.5326987666365
"Yellow Fin","North Macedonia",2020,"Import",0,1032,0,16342.54,0.01634254,15.8357945736434
"Yellow Fin","United Kingdom",2020,"Import",0,417851,0,3766466.99962599,4.860155234,11.6313117211638
"Yellow Fin","United Kingdom",2020,"Export",0,114255,1456211.00056163,0,1.875571834,16.415665257538
"Blue Fin","United Kingdom",2020,"Import",0,52498,0,1162358.00031141,1.49714953,28.5182203131548
"Tuna N.E.C","United Kingdom",2020,"Import",0,65130,0,321141.999991764,0.413160325,6.34362544142484
"Albacore","United Kingdom",2020,"Import",0,98113,0,443665.999295937,0.573038485,5.8405969137627
"Blue Fin","United Kingdom",2020,"Export",0,1526,33113.0002665949,0,0.041710018,27.3329082568807
"Big Eye","United Kingdom",2020,"Export",0,19756,13307.9998072243,0,0.017434503,0.882491546871836
"Big Eye","United Kingdom",2020,"Import",0,37324,0,437012.999042383,0.560561352,15.0187909120137
"Tuna N.E.C","United Kingdom",2020,"Export",0,575278,809937.999326293,0,1.041509822,1.81044611822458
"Tuna N.E.C","United Rep. of Tanzania",2020,"Import",0,26082,0,3936.75,0.00393675,0.150937428111341
"Yellow Fin","USA",2020,"Import",0,14603727,29710238,170104138,170.104138,11.6479949262267
"Blue Fin","USA",2020,"Import",0,1900307,8993671,42371335,42.371335,22.2970998896494
"Yellow Fin","USA",2020,"Export",0,2034247,8086308,0,8.086308,3.97508660452737
"Albacore","USA",2020,"Export",0,5981537,22789842,0,22.789842,3.81003110070204
"Tuna N.E.C","USA",2020,"Export",0,660365,2574699,0,2.574699,3.89890287946817
"Albacore","USA",2020,"Import",0,602970,1133038,5033127,5.033127,8.3472262301607
"Big Eye","USA",2020,"Export",0,17738,227601,0,0.227601,12.8312662081407
"Tuna N.E.C","USA",2020,"Import",0,71703,249348,708692,0.708692,9.88371476786188
"Blue Fin","USA",2020,"Export",0,513512,5151008,0,5.151008,10.0309398806649
"Big Eye","USA",2020,"Import",0,1942474,4896680,24861946,24.861946,12.7991139134938
"Yellow Fin","Uruguay",2020,"Import",0,16765,0,101298.5,0.1012985,6.04226066209365
"Tuna N.E.C","Zambia",2020,"Import",0,3191.221,0,206045.815102221,0.01304444,4.08760157945814
"Albacore","Angola",2020,"Import",0,503,0,948936.145537297,0.001615029,3.21079324055666
"Blue Fin","Antigua and Barbuda",2020,"Import",0,56.51,768.897838488173,2241.69102066472,0.000830256,14.6921960714918
"Albacore","Antigua and Barbuda",2020,"Import",0,2731.75,15464.3270628538,31426.588085873,0.011639478,4.26081376407065
"Big Eye","Barbados",2020,"Export",0,138,2000,0,0.001,7.2463768115942
"Tuna N.E.C","Botswana",2020,"Import",0,7928.34,0,64384.449,0.064384449,8.12079817464942
"Big Eye","Botswana",2020,"Import",0,192,0,237.134,0.000237134,1.23507291666667
"Tuna N.E.C","Brunei Darussalam",2020,"Export",0,766,3684.48,0,0.00368448,4.81002610966057
"Tuna N.E.C","Myanmar",2020,"Import",0,5683.1,0,31756.46,0.03175646,5.5878763350988
"Tuna N.E.C","Belarus",2020,"Import",0,999,0,8300,0.0083,8.30830830830831
"Blue Fin","Belarus",2020,"Import",0,148,0,3800,0.0038,25.6756756756757
"Yellow Fin","Canada",2020,"Export",0,112127,1483640.00177439,0,1.095583306,9.77091428469503
"Big Eye","Colombia",2020,"Import",0,693945.52,853861.75,990901.86,0.99090186,1.42792457252264
"Yellow Fin","Colombia",2020,"Import",0,2273570.98,3523446.99,3989310.77,3.98931077,1.75464535969755
"Albacore","Costa Rica",2020,"Import",0,97298,0,411362.73,0.41136273,4.22786419042529
"Tuna N.E.C","Costa Rica",2020,"Import",0,24000,0,25465.64,0.02546564,1.06106833333333
"Yellow Fin","Cyprus",2020,"Import",0,6532,0,63996.0009837407,0.073021313,11.1790130128598
"Blue Fin","Ecuador",2020,"Import",0,76912,117710.26,130092.84,0.13009284,1.6914504888704
"Big Eye","El Salvador",2020,"Import",0,396773,0,695779.92,0.69577992,1.7535969433404
"Yellow Fin","Estonia",2020,"Export",0,1890,30597.24,0,0.03059724,16.1890158730159
"Tuna N.E.C","Georgia",2020,"Import",0,3760,0,4952.36,0.00495236,1.3171170212766
"Albacore","Guyana",2020,"Import",0,492,279411.028823058,391175.023352015,0.001876138,3.81328861788618
"Tuna N.E.C","Hungary",2020,"Import",0,644,0,2884,0.002884,4.47826086956522
"Albacore","Indonesia",2020,"Import",0,14417,0,29317,0.029317,2.03350211555802
"Yellow Fin","Kazakhstan",2020,"Import",0,1139.9,0,8146.16,0.00814616,7.14638126151417
"Tuna N.E.C","Kazakhstan",2020,"Import",0,70579,0,45511.3,0.0455113,0.644827781634764
"Albacore","Rep. of Korea",2020,"Import",0,36099,0,109312,0.109312,3.02811712235796
"Blue Fin","Lithuania",2020,"Export",0,19,55,0,5.5e-05,2.89473684210526
"Yellow Fin","Madagascar",2020,"Export",0,671271.4,5268876947.88259,0,1.408424658,2.09814489042733
"Blue Fin","Mexico",2020,"Export",0,352527,6951640,0,6.95164,19.7194541127346
"Blue Fin","New Zealand",2020,"Import",587,527,11105.0001954576,13288.0020061788,0.008634628,16.3844933586338
"Albacore","New Zealand",2020,"Import",453,375,3336.00087435309,3351.99979987184,0.002146203,5.723208
"Albacore","Peru",2020,"Import",0,111595,483799.28,514956.26,0.51495626,4.61451014830414
"Albacore","Philippines",2020,"Import",602738,468060.525,1573277,1756363,1.756363,3.75242710331105
"Blue Fin","Philippines",2020,"Import",284.61,345.75,2216,3789,0.003789,10.9587852494577
"Big Eye","Poland",2020,"Import",0,2597,0,14236,0.014236,5.48170966499807
"Blue Fin","Qatar",2020,"Import",0,96,0,51898.9987452921,0.014257968,148.5205
"Tuna N.E.C","Russian Federation",2020,"Export",0,375717.86,120311.85,0,0.12031185,0.320218607654158
"Yellow Fin","Senegal",2020,"Export",0,1929583,2186165148.41684,0,3.801244758,1.96998250813777
"Big Eye","Senegal",2020,"Export",0,615634,597066253.913896,0,1.043820801,1.69552169145954
"Tuna N.E.C","India",2020,"Import",0,41951,0,8060020.94504523,0.108674552,2.59051159686301
"Albacore","Singapore",2020,"Export",0,62340,70317.0001655351,0,0.050338051,0.807475954443375
"Big Eye","Singapore",2020,"Export",0,561110,2095565.00012007,0,1.50131132,2.67560963091016
